Reference Body,Name,LAN,AOP,SMA,Inclination,Eccentricity,Mass,Radius
WASP-173 A,WASP-173 A b,211.6,7.7,371002719.33599997,-4.80,0.000000,7.0040997e+25,8579040.0
K2-285,K2-285 b,60.3,1.0,571015072.4619,-3.15,0.000000,5.78170398e+23,1651465.2000000002
K2-285,K2-285 c,21.0,10.5,1232686454.568,-0.14,0.000000,9.36347529e+23,2251998.0
K2-285,K2-285 d,4.2,12.7,1762262916.846,-0.36,0.000000,3.8816758499999996e+23,1579973.2
K2-285,K2-285 e,63.0,6.6,2698895185.2987,-0.20,0.000000,6.39100371e+23,1243960.7999999998
HD 219666,HD 219666 b,278.5,11.2,950844066.1692001,-3.62,0.000000,9.91393299e+23,3002664.0
HD 1397,HD 1397 b,48.8,2.6,1641088641.579,-1.01,0.251000,7.877239499999999e+24,7335079.2
Qatar-7,Qatar-7 b,251.6,11.0,526584504.864,-1.00,0.000000,3.5684843999999997e+25,12153640.0
NGTS-6,NGTS-6 b,267.6,8.3,250875629.1639,-11.77,0.000000,2.54159607e+25,9479839.200000001
HD 202772 A,HD 202772 A b,113.3,5.9,779105710.6056,-5.49,0.038000,1.9303982099999998e+25,11045514.0
WASP-180 A,WASP-180 A b,11.4,11.5,718069779.36,-1.90,0.000000,1.708317e+25,8865008.0
NGTS-5,NGTS-5 b,107.4,11.6,571463866.074,-3.40,0.000000,4.3467177e+24,8121491.199999999
MASCARA-4,MASCARA-4 b,68.4,11.6,703109992.29,-1.50,0.000000,5.884203e+25,10938276.0
LHS 1815,LHS 1815 b,138.1,10.5,604375397.628,-1.88,0.000000,5.1951818099999995e+23,693472.4
EPIC 249893012,EPIC 249893012 b,45.4,2.6,703109992.29,-3.86,0.060000,5.2255518899999996e+23,1243960.7999999998
EPIC 249893012,EPIC 249893012 c,321.6,3.7,1944772319.1000001,-2.06,0.070000,8.76176808e+23,2337788.4
EPIC 249893012,EPIC 249893012 d,185.6,13.2,3291153155.4,-0.53,0.150000,6.07971039e+23,2516518.4
NGTS-4,NGTS-4 b,28.7,13.3,284235954.33,-7.50,0.000000,1.2301780530000002e+24,2030372.7999999998
HD 213885,HD 213885 b,166.3,1.3,300990915.8484,-9.91,0.000000,5.2730051399999995e+23,1115275.2
TOI-172,TOI-172 b,231.0,3.3,1367324538.198,-1.80,0.380600,1.02878646e+26,6898978.0
KOI-1599,KOI-1599.02,359.4,3.7,1679879369.45151,-1.40,0.011400,5.3755041600000005e+23,1215364.0
KOI-1599,KOI-1599.01,107.9,6.0,2203277439.6696,-0.22,0.014000,2.74659411e+23,1215364.0
NGTS-8,NGTS-8 b,145.7,13.1,523592547.45000005,-3.10,0.010000,1.7652609e+25,7792628.000000001
NGTS-9,NGTS-9 b,307.9,10.1,867667650.0600001,-5.90,0.060000,5.5045769999999995e+25,7649644.0
HATS-60,HATS-60 b,230.6,2.0,704306775.2556,-3.72,0.191000,1.25656206e+25,8243027.600000001
HATS-61,HATS-61 b,260.1,13.9,1183019961.4956,-2.85,0.092000,6.453642e+25,8543294.0
HATS-62,HATS-62 b,181.2,11.8,622775935.7241,-2.08,0.298000,3.3976527e+24,7542406.0
HATS-63,HATS-63 b,336.5,0.0,602281027.4382,-5.14,0.136000,1.8222047999999999e+25,8629084.4
HATS-64,HATS-64 b,30.5,3.7,981661227.5333999,-2.76,0.151000,1.8222047999999999e+25,12003506.8
HATS-65,HATS-65 b,0.9,6.6,672741624.5379001,-5.18,0.062000,1.55836473e+25,10730949.2
HATS-66,HATS-66 b,297.1,2.8,705204362.4798,-2.94,0.064000,1.01170329e+26,10087521.200000001
HATS-67,HATS-67 b,312.9,8.5,453580743.9624,-10.97,0.057000,2.7522884999999997e+25,12046402.0
HATS-68,HATS-68 b,165.8,8.0,758610802.3197,-6.79,0.036000,2.4485877e+25,8807814.4
HATS-69,HATS-69 b,93.0,9.1,480358762.81769997,-1.51,0.519000,1.0952210099999998e+25,6755994.0
K2-290,K2-290 b,67.4,7.8,1380788346.5609999,-1.86,0.000000,6.510585899999999e+23,1951731.6
K2-290,K2-290 c,260.3,6.3,4562735056.349999,-0.63,0.000000,1.46915262e+25,7192095.2
K2-291,K2-291 b,344.7,13.1,487838656.3527,-4.74,0.000000,3.87598146e+23,1015186.3999999999
EPIC 248847494,EPIC 248847494 b,168.8,2.3,67319041815.0,-0.13,0.000000,2.467569e+26,7935612.000000001
TOI-163,TOI-163 b,255.5,5.0,867667650.0600001,-2.76,0.000000,2.3157185999999997e+25,10645158.8
TOI-125,TOI-125 b,269.4,1.6,775814557.4502001,-1.08,0.194000,5.6735105699999996e+23,1737255.5999999999
TOI-125,TOI-125 c,105.6,14.9,1217726667.498,-1.46,0.066000,3.95949918e+23,1758703.2
HD 119130,HD 119130 b,151.7,7.0,1944772319.1000001,-1.60,0.040000,1.463268417e+24,1680062.0
XO-7,XO-7 b,299.5,10.9,661372186.3647,-6.55,0.038000,1.34577417e+25,9815851.6
HATS-70,HATS-70 b,23.5,8.3,543339466.3823999,-3.30,0.180000,2.4485877e+26,9894492.799999999
GJ 143,GJ 143 b,14.5,7.7,2864799223.905,-0.67,0.188000,1.355644446e+24,1665763.6
Kepler-47,Kepler-47 d,39.3,14.9,10459883119.344,0.39,0.024000,1.135840992e+24,4489697.6
HATS-47,HATS-47 b,253.9,10.8,638633310.0182999,-2.92,0.088000,7.004099699999999e+24,7985656.4
HATS-48 A,HATS-48 A b,33.3,5.0,563834374.6683,-0.42,0.162000,4.6124559e+24,5719360.0
HATS-49,HATS-49 b,78.4,13.2,675434386.2105,-1.73,0.071000,6.7003989e+24,5469138.0
HATS-72,HATS-72 b,114.5,4.0,995080156.5351901,-0.44,0.013000,2.3802550200000002e+24,5161722.399999999
Kepler-1658,Kepler-1658 b,81.6,11.6,813812416.6079999,-13.48,0.062800,1.1161004399999999e+26,7649644.0
WASP-190,WASP-190 b,294.2,10.2,991833882.7409999,-2.90,0.000000,1.89813e+25,8221579.999999999
K2-295,K2-295 b,283.5,1.8,674686396.857,-0.70,0.000000,6.3587355e+24,6412832.4
WASP-87,WASP-87 b,161.5,8.0,440715327.0822,-8.93,0.000000,4.1379234e+25,9901642.0
LTT 1445 A,LTT 1445 A b,13.1,8.5,569519093.7549,-0.60,0.190000,1.3135059599999999e+23,879351.6
HAT-P-69,HAT-P-69 b,313.6,14.2,980614042.4384999,-2.81,0.000000,6.7953054e+25,11982059.2
HAT-P-70,HAT-P-70 b,272.2,8.0,708944309.2473,6.50,0.000000,1.28693214e+26,13369004.0
WASP-169,WASP-169 b,82.1,13.8,1018761499.4669999,-2.10,0.000000,1.0648509300000001e+25,9322556.8
WASP-171,WASP-171 b,175.5,2.6,753973268.328,-1.70,0.000000,2.05757292e+25,7006216.0
WASP-175,WASP-175 b,311.8,0.7,658679424.6921,-4.67,0.000000,1.8791487e+25,8636233.6
WASP-182,WASP-182 b,66.7,2.4,674686396.857,-6.12,0.000000,2.8092323999999997e+24,6076820.0
KELT-24,KELT-24 b,286.4,2.8,1042547560.9083,-0.83,0.077000,9.8323134e+25,9093782.4
HD 15337,HD 15337 b,357.9,11.6,780900885.054,-1.50,0.090000,4.48528119e+23,1043783.2
HD 15337,HD 15337 c,289.4,11.4,1896901000.4759998,-1.50,0.050000,4.84402776e+23,1522779.5999999999
WASP-178,WASP-178 b,247.5,6.3,834756118.506,-4.30,0.000000,3.1508957999999997e+25,12940052.0
WASP-184,WASP-184 b,220.5,14.3,937978649.289,-3.10,0.000000,1.0819340999999998e+25,9508436.0
WASP-185,WASP-185 b,256.1,5.4,1352364751.128,-3.20,0.240000,1.8601674e+25,8936500.0
WASP-192,WASP-192 b,318.7,8.0,610359312.4560001,-7.30,0.000000,4.365698999999999e+25,8793516.0
Qatar-8,Qatar-8 b,320.4,9.2,709093907.1179999,-0.71,0.000000,7.0420623e+24,9186722.0
Qatar-9,Qatar-9 b,321.7,6.7,350059017.438,-0.77,0.000000,2.2587746999999997e+25,7213542.799999999
Qatar-10,Qatar-10 b,179.1,8.9,427849910.202,-4.13,0.000000,1.39702368e+25,11031215.6
Kepler-1661,Kepler-1661 b,109.1,2.6,9469545215.31,-0.54,0.057000,1.015309737e+24,2466474.0
TOI-132,TOI-132 b,183.6,13.1,388954463.82,-4.97,0.059000,1.337802024e+24,2180506.0
HD 2685,HD 2685 b,357.5,6.6,849715905.5760001,-0.75,0.091000,2.2208120999999996e+25,10294848.0
K2-287,K2-287 b,288.4,14.6,1804150320.642,-1.87,0.478000,5.9791095e+24,6055372.399999999
TOI-216,TOI-216.02,221.4,2.0,1934300468.151,-1.64,0.132000,1.791644907e+24,4904351.2
TOI-216,TOI-216.01,31.0,7.3,3095179944.783,-0.17,0.029000,1.1944362651e+25,7199244.399999999
KELT-23 A,KELT-23 A b,94.2,5.4,493972169.0514,-4.63,0.000000,1.7804459399999998e+25,9458391.6
Qatar-6,Qatar-6 b,222.9,9.5,632798993.061,-3.99,0.000000,1.2679508400000001e+25,7592450.4
TOI-1130,TOI-1130 c,311.3,11.3,1061845686.2286,-2.57,0.047000,1.84877862e+25,10723800.0
HATS-59,HATS-59 b,236.5,4.6,914342185.7184,-1.90,0.129000,1.5298927800000002e+25,8049999.199999999
Kepler-411,Kepler-411 d,249.0,10.4,4173780592.53,-0.57,0.128000,9.07685766e+23,2116163.1999999997
GJ 1252,GJ 1252 b,23.6,12.7,137031649.5612,-5.00,0.000000,1.24896954e+23,757815.2
L 168-9,L 168-9 b,105.6,13.9,312809147.6337,-4.50,0.210000,2.74659411e+23,886500.8
TOI-125,TOI-125 d,349.2,4.7,2049490828.5900002,-1.20,0.168000,8.12209827e+23,1865941.2
HD 221416,HD 221416 b,76.3,8.6,1837061852.196,-4.25,0.115000,3.606447e+24,5976731.2
TOI-150,TOI-150.01,157.0,0.5,1052720216.1159,-1.91,0.262000,4.7643063e+25,8972246.0
HATS-54,HATS-54 b,65.2,12.7,562936787.4440999,-6.92,0.126000,1.4425788e+25,7628196.399999999
HATS-55,HATS-55 b,196.6,8.2,809623676.2284,-3.68,0.092000,1.74817773e+25,8943649.2
HATS-56,HATS-56 b,69.3,2.7,904019932.6401,-6.71,0.019000,1.14267426e+25,12067849.6
HATS-57,HATS-57 b,271.0,7.2,522545362.35510004,-2.12,0.028000,5.97341511e+25,8142938.8
HATS-58 A,HATS-58 A b,114.7,8.2,867368454.3185999,-4.31,0.168000,1.9550739e+25,7828374.0
WASP-166,WASP-166 b,300.1,10.1,958922351.187,-2.00,0.000000,1.9171113e+24,4503996.0
LHS 1140,LHS 1140 c,66.4,0.5,400174304.1225,-0.08,0.310000,1.0800359699999999e+23,815008.8
CoRoT-21,CoRoT-21 b,56.0,1.9,623823120.819,-3.20,0.000000,4.289773799999999e+25,9293960.0
KOI-3680,KOI-3680 b,147.8,4.9,7988526295.38,-0.11,0.496000,3.6633909e+25,7077708.0
WASP-92,WASP-92 b,12.6,11.4,520600590.03599995,-6.25,0.000000,1.52799465e+25,10444981.200000001
WASP-93,WASP-93 b,278.7,14.5,629956633.5177001,-8.82,0.000000,2.7902510999999998e+25,11417272.4
WASP-118,WASP-118 b,136.8,5.9,815757188.9271001,-1.30,0.000000,9.7563882e+24,10294848.0
GJ 9827,GJ 9827 b,158.7,11.3,281243996.916,-3.93,0.000000,2.93261085e+23,1008037.2
GJ 9827,GJ 9827 c,53.3,6.9,587171642.4975001,-1.81,0.000000,5.0110631999999996e+22,793561.2
GJ 9827,GJ 9827 d,311.1,14.5,836401695.0837001,-2.56,0.000000,2.41252323e+23,1286856.0
HATS-50,HATS-50 b,153.7,12.5,754870855.5522,-2.46,0.516000,7.402707e+24,8078595.999999999
HATS-51,HATS-51 b,273.0,7.7,693984522.1773,-2.90,0.330000,1.45776384e+25,10080372.0
HATS-52,HATS-52 b,106.9,10.1,373695481.0086,-5.30,0.246000,4.2518112e+25,9880194.399999999
HATS-53,HATS-53 b,172.9,0.3,711038679.4371,-1.22,0.330000,1.1293873499999998e+25,9579928.0
WASP-85 A,WASP-85 A b,328.5,0.6,583431695.73,-0.31,0.000000,2.40113445e+25,8865008.0
WASP-113,WASP-113 b,110.9,12.6,880383469.0695,-3.54,0.000000,9.016117499999999e+24,10073222.8
WASP-114,WASP-114 b,264.1,2.6,426503529.3657,-6.04,0.012000,3.3577919699999996e+25,9572778.799999999
KELT-21,KELT-21 b,95.5,4.1,781499276.5368,-3.54,0.000000,7.4216883000000005e+25,11338631.200000001
K2-216,K2-216 b,236.6,11.0,418874037.96000004,-3.10,0.000000,4.77759321e+23,1115275.2
HD 106315,HD 106315 b,208.6,3.2,1356852687.249,-2.46,0.093000,7.52418732e+23,1558525.6
HD 106315,HD 106315 c,299.7,11.7,2297823293.9519997,-1.39,0.220000,9.07685766e+23,2773889.6
HAT-P-67,HAT-P-67 b,27.6,13.2,973134148.9035,-1.20,0.000000,6.453642e+24,14906082.0
K2-111,K2-111 b,14.3,12.3,929002777.047,-3.80,0.000000,5.13633978e+23,1215364.0
K2-237,K2-237 b,170.7,14.1,528080483.571,-5.40,0.000000,2.34608868e+25,11738986.399999999
K2-238,K2-238 b,78.8,2.2,688150205.22,-5.50,0.000000,1.6323918e+25,9293960.0
HAT-P-65,HAT-P-65 b,195.0,1.9,591061187.1357001,-5.80,0.304000,1.00031451e+25,13511988.0
HAT-P-66,HAT-P-66 b,333.3,8.2,652695509.8641,-3.80,0.090000,1.48623579e+25,11367228.0
WASP-130,WASP-130 b,81.8,1.0,1513930451.484,-1.34,0.000000,2.3346998999999998e+25,6362788.0
WASP-131,WASP-131 b,273.5,10.6,908059075.1489999,-5.00,0.000000,5.124951e+24,8722024.0
WASP-132,WASP-132 b,300.1,12.9,1002305733.69,-0.40,0.000000,7.782332999999999e+24,6219804.0
WASP-139,WASP-139 b,75.5,6.3,927506798.34,-1.10,0.000000,2.2208121e+24,5719360.0
WASP-140,WASP-140 b,154.5,14.3,483201122.36100006,-6.70,0.047000,4.6314371999999995e+25,10294848.0
WASP-141,WASP-141 b,42.9,10.1,701614013.583,-2.40,0.000000,5.1059697e+25,8650532.0
WASP-142,WASP-142 b,132.3,7.0,519104611.329,-9.80,0.000000,1.5944291999999999e+25,10938276.0
HATS-31,HATS-31 b,93.1,5.0,715077821.946,-5.00,0.233000,1.6703544e+25,11724688.0
HATS-32,HATS-32 b,126.8,11.3,601981831.6968,-2.90,0.471000,1.7462796e+25,8929350.8
WASP-91,WASP-91 b,295.9,0.8,553512121.5899999,-3.20,0.000000,2.5434942e+25,7363676.0
WASP-105,WASP-105 b,208.2,4.4,1121984030.25,-0.30,0.000000,3.416634e+25,6863232.0
WASP-107,WASP-107 b,135.1,12.1,822788288.85,-0.30,0.000000,2.2777559999999999e+24,6720248.0
WASP-53,WASP-53 b,113.3,4.8,613500867.7407,-2.92,0.030000,4.0468131600000004e+25,7678240.800000001
WASP-81,WASP-81 b,288.3,14.0,584628478.6955999,-1.31,0.066000,1.38373677e+25,10216206.8
KELT-16,KELT-16 b,274.3,11.5,305778047.7108,-5.60,0.000000,5.2198575e+25,10116118.0
TRAPPIST-1,TRAPPIST-1 e,316.8,3.3,421417201.7619,-0.14,0.085000,3.7013535e+22,586234.4
TRAPPIST-1,TRAPPIST-1 f,92.1,0.5,555008100.297,-0.32,0.063000,4.0619982e+22,664875.6
TRAPPIST-1,TRAPPIST-1 g,206.5,14.1,674686396.857,-0.29,0.061000,8.0101086e+22,722069.2000000001
HATS-22,HATS-22 b,178.0,0.3,751729300.2675,-2.04,0.079000,5.2008762e+25,6813187.6
HATS-23,HATS-23 b,97.4,10.5,508183966.7679,-8.98,0.114000,2.7902510999999998e+25,13297512.0
HATS-24,HATS-24 b,134.1,11.2,356042932.26600003,-4.03,0.000000,4.289773799999999e+25,9973134.0
K2-260,K2-260 b,82.6,0.6,604375397.628,-1.33,0.000000,2.6953445999999997e+25,11095558.4
K2-261,K2-261 b,74.1,13.4,1525898281.1399999,-1.60,0.390000,4.2328299e+24,6076820.0
K2-265,K2-265 b,38.8,7.7,505042411.48319995,-2.30,0.084000,3.90635154e+23,1093827.6
HATS-33,HATS-33 b,9.4,5.6,557551264.0989,-2.38,0.080000,2.26257096e+25,8793516.0
HATS-34,HATS-34 b,32.6,10.0,473626858.6362,-7.72,0.108000,1.7861403299999998e+25,10223356.0
HATS-35,HATS-35 b,343.2,10.0,478563588.36929995,-3.10,0.306000,2.31951486e+25,10466428.799999999
Qatar-3,Qatar-3 b,202.7,14.2,565928744.8581,-3.20,0.000000,8.1809403e+25,7835523.2
Qatar-4,Qatar-4 b,25.8,2.7,419322831.5721,-2.50,0.000000,1.1578593e+26,8114342.0
Qatar-5,Qatar-5 b,294.4,0.1,617390412.3789,-1.26,0.000000,8.1999216e+25,7914164.399999999
KELT-18,KELT-18 b,141.7,12.8,680670311.685,-1.14,0.000000,2.2397933999999997e+25,11224244.0
LHS 1140,LHS 1140 b,248.8,12.9,1400236069.752,-0.11,0.060000,4.16829348e+23,1100976.8
KELT-12,KELT-12 b,11.2,4.7,1003502516.6556,-5.53,0.000000,1.8032234999999999e+25,12725576.0
NGTS-1,NGTS-1 b,221.8,13.0,487689058.48199993,-4.73,0.016000,1.54128156e+25,9508436.0
K2-232,K2-232 b,167.0,7.5,1549235548.9692,-0.86,0.258000,7.554557400000001e+24,7149200.0
HATS-39,HATS-39 b,198.5,5.5,898634409.2949,-5.02,0.275000,1.1958219e+25,11224244.0
HATS-40,HATS-40 b,119.8,13.1,747540559.8879,-4.20,0.312000,3.0180267e+25,11295736.0
HATS-41,HATS-41 b,304.3,13.7,872155586.181,-9.60,0.380000,1.8411860999999998e+26,9508436.0
HATS-42,HATS-42 b,196.9,3.9,551866545.0123,-4.90,0.229000,3.5684843999999997e+25,10008880.0
