Reference Body,Name,LAN,AOP,SMA,Inclination,Eccentricity,Mass,Radius
Kepler-185,Kepler-185 c,287.2,5.1,2079410402.7300003,,,,1286856.0
Kepler-186,Kepler-186 b,75.0,8.8,513120696.501,,,,679174.0
Kepler-186,Kepler-186 c,272.8,1.1,674686396.857,,,,800710.4
Kepler-186,Kepler-186 d,344.5,8.1,1168359370.167,,,,893650.0
Kepler-186,Kepler-186 e,227.0,0.7,1645576577.7,,,,807859.6
Kepler-186,Kepler-186 f,114.7,2.8,6462628014.24,-0.04,0.040000,,743516.7999999999
Kepler-187,Kepler-187 b,341.7,12.0,882627437.13,,,,900799.2
Kepler-187,Kepler-187 c,82.3,2.4,1481018919.93,,,,1701509.5999999999
Kepler-188,Kepler-188 b,286.0,0.7,478713186.24,,,,1072380.0
Kepler-188,Kepler-188 c,134.2,8.3,987345946.62,,,,2037521.9999999998
Kepler-189,Kepler-189 b,221.9,13.4,1316461262.1599998,,,,772113.6
GJ 667 C,GJ 667 C g,63.5,4.7,8212923101.43,,0.080000,2.6573820000000002e+23,
GJ 674,GJ 674 b,277.1,11.7,583431695.73,,0.200000,6.643455e+23,
GJ 676 A,GJ 676 A b,316.9,7.1,27226812467.4,,0.330000,9.414724799999999e+25,
GJ 676 A,GJ 676 A d,57.2,14.8,,,0.262000,2.6573820000000002e+23,
GJ 676 A,GJ 676 A e,124.1,4.0,,,0.125000,4.745325e+23,
GJ 687,GJ 687 b,209.8,13.3,2543163801.9,,0.040000,1.1388779999999999e+24,
GJ 832,GJ 832 b,49.8,4.6,53256841969.200005,,0.080000,1.2907284e+25,
GJ 832,GJ 832 c,208.2,8.8,2438445292.4100003,,0.180000,3.226821e+23,
GJ 849,GJ 849 b,346.3,2.1,35155499614.5,,0.040000,1.89813e+25,
GJ 876,GJ 876 b,130.7,4.2,3116377963.06119,-31.00,0.032400,4.319384628e+25,
GJ 876,GJ 876 c,52.7,9.3,1938638806.4013002,-31.00,0.255910,1.355644446e+25,
GJ 876,GJ 876 d,325.3,10.2,311268289.56549,-31.00,0.207000,3.986073e+23,
GJ 876,GJ 876 e,336.9,6.8,5001056817.500999,-31.00,0.055000,8.731398e+23,
GJ 1214,GJ 1214 b,20.7,6.7,211082595.55769998,-1.83,,3.7393161e+23,1815896.8
GJ 3021,GJ 3021 b,132.0,10.4,7330295664.3,,0.511000,6.3966981e+25,
GJ 3293,GJ 3293 b,302.4,2.8,2145083867.9673,,0.060000,1.405755078e+24,
GJ 3293,GJ 3293 c,196.2,0.0,5411702972.5725,,0.110000,1.259599068e+24,
GJ 3341,GJ 3341 b,318.1,6.5,1331421049.23,,0.310000,3.9481103999999995e+23,
HAT-P-35,HAT-P-35 b,197.1,13.6,744698200.3446,-2.70,0.020000,2.00442528e+25,9522734.4
Kepler-115,Kepler-115 b,275.4,4.9,538552334.52,,,,693472.4
Kepler-115,Kepler-115 c,204.4,10.2,1301501475.09,,,,1658614.4000000001
Kepler-116,Kepler-116 b,93.9,4.2,1032225307.83,,,,2180506.0
Kepler-116,Kepler-116 c,280.1,4.3,1735335300.1200001,,,,1465586.0
Kepler-117,Kepler-117 b,234.1,12.1,2161689231.615,-1.26,0.049300,1.7842422e+24,5140274.8
Kepler-117,Kepler-117 c,327.9,13.0,4194724294.428,-0.36,0.032300,3.4925592e+25,7871269.2
Kepler-118,Kepler-118 b,111.7,14.3,1092064456.11,,,,1251110.0
Kepler-118,Kepler-118 c,297.4,13.9,2109329976.87,,,,4897202.0
Kepler-119,Kepler-119 b,86.1,11.9,523592547.45000005,,,,2294893.2
Kepler-119,Kepler-119 c,34.6,0.7,733029566.4300001,,,,586234.4
Kepler-120,Kepler-120 b,319.2,2.3,822788288.85,,,,1372646.4000000001
Kepler-120,Kepler-120 c,83.2,4.6,1316461262.1599998,,,,972291.2000000001
Kepler-121,Kepler-121 b,202.8,13.8,583431695.73,,,,1494182.8
Kepler-121,Kepler-121 c,48.3,3.5,3231314007.12,,,,1451287.6
Kepler-122,Kepler-122 b,58.2,8.1,957426372.48,,,,1494182.8
Kepler-122,Kepler-122 c,291.7,8.0,1615657003.56,,,,3746180.8000000003
Kepler-122,Kepler-122 d,310.1,9.8,2318766995.85,,,,1401243.2
Kepler-152,Kepler-152 c,54.6,5.2,5325684196.92,,,,1522779.5999999999
Kepler-153,Kepler-153 b,159.9,6.7,1929812532.03,,,,1865941.2
Kepler-153,Kepler-153 c,16.4,4.8,3545469535.5899997,,,,1615719.2
Kepler-154,Kepler-154 b,81.4,6.6,2962037839.86,,,,1444138.4000000001
Kepler-154,Kepler-154 c,88.9,0.0,4532815482.21,,,,1880239.6
Kepler-155,Kepler-155 b,274.6,14.8,837748075.9200001,,,,1329751.2
Kepler-155,Kepler-155 c,343.2,10.9,3620268470.94,,,,1429840.0
Kepler-156,Kepler-156 b,151.1,12.9,807828501.78,,,,1465586.0
Kepler-156,Kepler-156 c,294.4,13.6,1750295087.19,,,,1622868.4000000001
Kepler-157,Kepler-157 b,158.1,1.5,418874037.96000004,,,,843605.6
Kepler-157,Kepler-157 c,160.5,9.5,1645576577.7,,,,1429840.0
Kepler-158,Kepler-158 b,315.7,5.2,1660536364.77,,,,1351198.8
Kepler-158,Kepler-158 c,46.6,9.5,2363646357.06,,,,1215364.0
Kepler-159,Kepler-159 b,86.6,11.3,1226702539.74,,,,1515630.4
Kepler-159,Kepler-159 c,224.7,14.3,3261233581.2599998,,,,2173356.8
Kepler-160,Kepler-160 b,309.4,4.9,747989353.5,,,,979440.4
Kepler-160,Kepler-160 c,104.6,15.0,1630616790.6299999,,,,2302042.4
Kepler-161,Kepler-161 b,301.5,6.7,807828501.78,,,,1351198.8
Kepler-189,Kepler-189 c,146.8,3.1,2049490828.5900002,,,,1515630.4
Kepler-190,Kepler-190 b,176.5,13.6,448793612.09999996,,,,993738.8
Kepler-190,Kepler-190 c,160.2,9.0,673190418.15,,,,929396.0
Kepler-191,Kepler-191 b,198.1,5.2,1301501475.09,,,,857904.0
Kepler-191,Kepler-191 c,166.3,13.3,1914852744.96,,,,1186767.2
Kepler-192,Kepler-192 b,55.9,11.8,1346380836.3,,,,1744404.8
Kepler-192,Kepler-192 c,226.9,9.0,2243968060.5,,,,1780150.8
Kepler-193,Kepler-193 b,310.5,10.8,1585737429.4199998,,,,1522779.5999999999
Kepler-193,Kepler-193 c,112.5,0.1,4278499102.0199995,,,,1751554.0
Kepler-194,Kepler-194 b,60.3,7.5,478713186.24,,,,965142.0000000001
Kepler-194,Kepler-194 c,99.2,7.2,1959732106.17,,,,1651465.2000000002
Kepler-194,Kepler-194 d,204.2,7.8,4113941444.2500005,,,,1529928.8
Kepler-195,Kepler-195 b,342.0,10.5,1151903604.3899999,,,,1294005.2
Kepler-195,Kepler-195 c,77.2,2.5,2947078052.79,,,,986589.6000000001
Kepler-196,Kepler-196 b,345.5,4.5,2064450615.66,,,,1215364.0
Kepler-196,Kepler-196 c,61.4,6.4,3590348896.7999997,,,,1429840.0
Kepler-197,Kepler-197 b,193.8,8.4,897587224.1999999,,,,650577.2
GJ 3470,GJ 3470 b,53.0,6.5,531072440.98499995,-0.87,,8.30052249e+23,2916873.5999999996
GJ 3634,GJ 3634 b,88.3,12.0,429345888.909,-31.00,0.080000,4.935138e+23,
GSC 06214-00210,GSC 06214-00210 b,0.9,14.2,4787131862400.0,,,3.037008e+26,
HAT-P-1,HAT-P-1 b,197.2,8.1,831913758.9627,-4.37,,9.9651825e+24,9429794.799999999
HAT-P-2,HAT-P-2 b,199.1,2.0,1019359890.9498001,,0.517200,1.63618806e+26,
HAT-P-3,HAT-P-3 b,301.0,9.9,,-2.76,0.000000,1.2337845e+25,6720248.0
HAT-P-4,HAT-P-4 b,240.5,1.3,663915350.1666,-0.09,0.000000,1.2736452300000001e+25,9108080.8
HAT-P-5,HAT-P-5 b,44.5,13.8,,-3.25,0.000000,1.8601674e+25,8650532.0
HAT-P-6,HAT-P-6 b,139.6,2.5,,-4.49,0.000000,2.5055316e+25,10580816.0
HAT-P-8,HAT-P-8 b,60.5,13.9,,-2.20,0.000000,2.4296064e+25,10008880.0
HAT-P-9,HAT-P-9 b,2.1,4.7,790923942.3909,-3.56,0.084000,1.42169937e+25,9958835.6
HAT-P-12,HAT-P-12 b,16.6,2.8,574455823.4879999,-1.00,0.000000,4.0050543e+24,6856082.8
HAT-P-13,HAT-P-13 b,344.1,14.6,,-6.60,0.013300,1.61530863e+25,9093782.4
HAT-P-13,HAT-P-13 c,7.1,0.6,,,0.661600,2.71052964e+26,
HAT-P-14,HAT-P-14 b,351.5,0.9,,-6.50,0.110000,6.5295672e+25,10151864.0
HAT-P-15,HAT-P-15 b,113.2,2.0,,-0.90,0.190000,3.6823722e+25,7578152.0
HAT-P-16,HAT-P-16 b,62.7,9.5,617839205.991,-3.40,0.036000,7.958859089999999e+25,9215318.799999999
Kepler-122,Kepler-122 e,262.3,8.2,3395871664.8900003,,,,1658614.4000000001
Kepler-122,Kepler-122 f,204.3,5.8,,,,2.1448869e+24,1115275.2
Kepler-123,Kepler-123 b,69.9,14.5,2019571254.45,,,,1873090.4000000001
Kepler-123,Kepler-123 c,300.0,10.7,2707721459.67,,,,943694.4
Kepler-124,Kepler-124 b,222.5,9.7,583431695.73,,,,464698.0
Kepler-124,Kepler-124 c,62.4,11.4,1495978707.0,,,,1115275.2
Kepler-124,Kepler-124 d,199.3,3.7,2543163801.9,,,,707770.8
Kepler-125,Kepler-125 b,90.6,5.9,613351269.87,,,,1508481.2
Kepler-125,Kepler-125 c,221.5,13.4,762949140.5699999,,,,471847.2
Kepler-126,Kepler-126 b,294.9,3.9,1481018919.93,,,,972291.2000000001
Kepler-126,Kepler-126 c,94.4,7.3,2423485505.34,,,,1008037.2
Kepler-126,Kepler-126 d,114.0,12.0,6701984607.360001,,,,1594271.6
Kepler-127,Kepler-127 b,243.4,13.5,1869973383.75,,,,893650.0
Kepler-127,Kepler-127 c,153.9,6.2,2991957414.0,,,,1694360.4
Kepler-127,Kepler-127 d,291.0,5.2,4188740379.6000004,,,,1687211.2
Kepler-128,Kepler-128 b,44.9,1.1,,,,4.593474599999999e+22,915097.6
Kepler-128,Kepler-128 c,7.4,6.1,,,,5.3717079e+22,857904.0
Kepler-161,Kepler-161 c,297.2,6.5,1017265520.7600001,,,,1308303.5999999999
Kepler-162,Kepler-162 b,129.6,9.2,1032225307.83,,,,800710.4
Kepler-162,Kepler-162 c,150.6,7.1,2049490828.5900002,,,,1930284.0000000002
Kepler-163,Kepler-163 b,90.6,5.7,1166863391.46,,,,672024.8
Kepler-163,Kepler-163 c,96.3,3.5,2273887634.64,,,,1444138.4000000001
Kepler-164,Kepler-164 b,56.6,8.2,867667650.0600001,,,,900799.2
Kepler-164,Kepler-164 c,317.6,8.2,1451099345.79,,,,1744404.8
Kepler-164,Kepler-164 d,86.8,5.6,2797480182.09,,,,1565674.8
Kepler-165,Kepler-165 b,209.9,1.8,1077104669.04,,,,1479884.4
Kepler-165,Kepler-165 c,270.3,6.7,1645576577.7,,,,1422690.8
Kepler-166,Kepler-166 b,207.3,5.8,1077104669.04,,,,1451287.6
Kepler-166,Kepler-166 c,188.1,0.2,2917158478.65,,,,1515630.4
Kepler-167,Kepler-167 b,135.4,10.9,722557715.4810001,-0.67,0.000000,,1029484.7999999999
Kepler-167,Kepler-167 c,211.5,13.9,1023249435.588,-0.70,0.000000,,986589.6000000001
Kepler-168,Kepler-168 b,269.4,5.9,837748075.9200001,,,,929396.0
Kepler-168,Kepler-168 c,349.9,5.0,1735335300.1200001,,,,1715808.0
Kepler-169,Kepler-169 b,83.5,2.4,598391482.8000001,,,,722069.2000000001
Kepler-197,Kepler-197 c,191.1,1.1,1346380836.3,,,,786412.0
Kepler-197,Kepler-197 d,256.4,14.1,1780214661.33,,,,779262.8
Kepler-197,Kepler-197 e,311.8,3.3,2453405079.48,,,,579085.2000000001
Kepler-198,Kepler-198 b,210.3,11.5,1959732106.17,,,,1801598.4
Kepler-198,Kepler-198 c,353.1,14.7,3874584851.13,,,,1572824.0
Kepler-199,Kepler-199 b,142.8,10.7,2363646357.06,,,,1980328.4000000001
Kepler-199,Kepler-199 c,13.3,14.4,4727292714.12,,,,2073267.9999999998
Kepler-200,Kepler-200 b,72.7,9.0,1196782965.6000001,,,,1358348.0
Kepler-200,Kepler-200 c,50.1,12.4,1346380836.3,,,,1015186.3999999999
Kepler-201,Kepler-201 b,82.6,11.6,2617962737.25,,,,1565674.8
Kepler-201,Kepler-201 c,104.7,12.7,8571957991.11,,,,1815896.8
Kepler-202,Kepler-202 b,310.6,11.8,673190418.15,,,,1036633.9999999999
Kepler-202,Kepler-202 c,6.0,13.8,1690455938.91,,,,1179618.0
Kepler-203,Kepler-203 b,298.9,0.7,643270844.01,,,,1637166.8
Kepler-203,Kepler-203 c,109.7,6.9,912547011.27,,,,1572824.0
Kepler-203,Kepler-203 d,169.0,2.3,1495978707.0,,,,915097.6
Kepler-204,Kepler-204 b,164.5,6.3,1750295087.19,,,,1615719.2
HAT-P-17,HAT-P-17 b,94.1,6.1,,-0.80,0.350000,1.1009153999999998e+25,7506660.0
HAT-P-17,HAT-P-17 c,276.8,6.7,83774807592.0,,0.390000,6.453642e+25,
HAT-P-18,HAT-P-18 b,275.4,6.3,836252097.2129999,-1.20,0.084000,3.7393161e+24,7113454.0
BD+48 738,BD+48 738 b,201.4,6.4,14959787070.0,,0.200000,1.7272983e+25,
BD+49 828,BD+49 828 b,247.6,2.7,62831105694.0,,0.350000,3.037008e+25,
CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,17.4,11.1,38895446382.0,,,1.9930365e+26,
CHXR 73,CHXR 73 b,307.8,10.5,3141555284700.0,,,2.385759597e+26,
CoRoT-1,CoRoT-1 b,189.8,6.2,,-4.90,0.000000,1.9550739e+25,10652308.0
CoRoT-2,CoRoT-2 b,260.9,4.7,418574842.21860003,-1.92,0.014300,6.5865111000000006e+25,10480727.2
CoRoT-3,CoRoT-3 b,300.2,1.3,,-4.10,0.000000,4.11134958e+26,7220692.0
CoRoT-4,CoRoT-4 b,143.8,8.8,1346380836.3,0.00,0.000000,1.3666535999999999e+25,8507548.0
CoRoT-5,CoRoT-5 b,51.0,9.2,740060666.3529,-4.17,0.090000,8.864267100000001e+24,9923089.6
CoRoT-6,CoRoT-6 b,30.3,3.3,1279061794.4850001,-0.93,0.100000,5.6184648e+25,8335967.199999999
CoRoT-7,CoRoT-7 b,106.2,7.9,,-9.90,0.000000,1.89813e+23,1072380.0
CoRoT-7,CoRoT-7 c,358.0,3.6,688150205.22,-10.00,0.000000,5.01675759e+23,
CoRoT-8,CoRoT-8 b,333.6,9.9,942466585.41,-1.60,0.000000,4.175886e+24,4075043.9999999995
CoRoT-9,CoRoT-9 b,82.9,4.9,6015330380.847,-0.10,0.133000,1.5944291999999999e+25,7621047.2
CoRoT-10,CoRoT-10 b,352.7,5.0,1578257535.885,-1.45,0.530000,5.2198575e+25,6934724.0
Kepler-129,Kepler-129 b,100.8,13.6,1959732106.17,,,,1508481.2
Kepler-129,Kepler-129 c,329.3,13.3,5879196318.51,,,,1622868.4000000001
Kepler-130,Kepler-130 b,254.8,14.2,1181823178.53,,,,650577.2
Kepler-130,Kepler-130 c,145.3,5.5,2662842098.46,-0.66,0.000000,,1851642.8
Kepler-130,Kepler-130 d,218.3,3.8,5639839725.39,,,,1043783.2
Kepler-131,Kepler-131 b,189.6,9.3,,,,9.680463e+23,1537078.0
Kepler-131,Kepler-131 c,302.8,13.3,,,,4.935138e+23,536190.0
Kepler-132,Kepler-132 b,288.7,5.4,1002305733.69,,,,772113.6
Kepler-132,Kepler-132 c,334.1,6.0,1017265520.7600001,,,,815008.8
Kepler-132,Kepler-132 d,23.2,14.2,2034531041.5200002,,,,986589.6000000001
Kepler-133,Kepler-133 b,190.5,9.4,1241662326.8100002,,,,1122424.4
Kepler-133,Kepler-133 c,40.9,4.2,3051796562.2799997,,,,1808747.6
Kepler-134,Kepler-134 b,346.6,4.9,897587224.1999999,,,,1272557.5999999999
Kepler-134,Kepler-134 c,222.1,6.9,1376300410.44,,,,800710.4
Kepler-135,Kepler-135 b,230.5,14.0,1002305733.69,,,,1151021.2
Kepler-135,Kepler-135 c,98.4,3.1,1540858068.2099998,,,,736367.6
Kepler-136,Kepler-136 b,69.5,1.8,1585737429.4199998,,,,1308303.5999999999
Kepler-136,Kepler-136 c,82.9,12.4,1989651680.3100002,,,,1272557.5999999999
Kepler-169,Kepler-169 c,67.3,8.4,927506798.34,,,,772113.6
Kepler-169,Kepler-169 d,34.8,3.8,1121984030.25,,,,800710.4
Kepler-169,Kepler-169 e,124.5,4.2,1570777642.35,,,,1401243.2
Kepler-169,Kepler-169 f,135.9,13.0,5370563558.13,,,,1644316.0
Kepler-170,Kepler-170 b,182.7,5.5,1196782965.6000001,,,,2037521.9999999998
Kepler-170,Kepler-170 c,181.0,10.3,1959732106.17,,,,1823046.0
Kepler-171,Kepler-171 b,314.3,3.2,747989353.5,,,,1494182.8
Kepler-171,Kepler-171 c,45.6,12.4,1466059132.8600001,,,,1630017.6
Kepler-171,Kepler-171 d,252.2,12.7,3336032516.61,,,,1208214.8
Kepler-172,Kepler-172 b,113.2,3.6,598391482.8000001,,,,1501332.0
Kepler-172,Kepler-172 c,174.6,2.7,1017265520.7600001,,,,1823046.0
Kepler-172,Kepler-172 d,217.0,7.8,1765254874.26,,,,1436989.2000000002
Kepler-172,Kepler-172 e,249.8,4.7,3156515071.77,,,,1758703.2
Kepler-173,Kepler-173 b,317.5,8.3,718069779.36,,,,822158.0
Kepler-173,Kepler-173 c,171.7,4.3,1107024243.1799998,,,,1551376.4
Kepler-174,Kepler-174 b,171.1,10.0,1495978707.0,,,,1251110.0
Kepler-174,Kepler-174 c,71.1,12.9,3201394432.98,,,,950843.6000000001
Kepler-174,Kepler-174 d,150.2,1.1,10127775846.390001,,,,1394094.0
Kepler-204,Kepler-204 c,212.4,11.3,2588043163.1099997,,,,1143872.0
Kepler-205,Kepler-205 b,336.2,10.1,478713186.24,,,,965142.0000000001
Kepler-205,Kepler-205 c,307.3,12.5,1825094022.54,,,,1043783.2
Kepler-206,Kepler-206 b,235.1,14.3,1166863391.46,,,,764964.4
Kepler-206,Kepler-206 c,98.5,9.4,1660536364.77,,,,1129573.6
Kepler-206,Kepler-206 d,58.7,1.7,2438445292.4100003,,,,757815.2
Kepler-207,Kepler-207 b,121.7,6.2,433833825.03000003,,,,1000888.0000000001
Kepler-207,Kepler-207 c,231.0,0.1,658230631.0799999,,,,957992.8
Kepler-207,Kepler-207 d,67.4,1.1,1017265520.7600001,,,,2109014.0
Kepler-208,Kepler-208 b,94.9,8.5,807828501.78,,,,1036633.9999999999
Kepler-208,Kepler-208 c,310.4,2.3,1181823178.53,,,,886500.8
Kepler-208,Kepler-208 d,129.1,2.0,1540858068.2099998,,,,764964.4
Kepler-208,Kepler-208 e,69.2,11.5,1974691893.24,,,,943694.4
Kepler-209,Kepler-209 b,243.3,7.2,1825094022.54,,,,1444138.4000000001
Kepler-209,Kepler-209 c,9.8,8.5,3455710813.17,,,,1980328.4000000001
Kepler-210,Kepler-210 b,50.4,4.1,478713186.24,,,,1873090.4000000001
Kepler-210,Kepler-210 c,298.9,3.4,1047185094.9000001,,,,2309191.6
Kepler-845,Kepler-845 b,44.7,14.1,,,,,1301154.4
Kepler-846,Kepler-846 b,126.9,0.2,,,,,1579973.2
Kepler-847,Kepler-847 b,185.5,14.9,,,,,750666.0
Kepler-848,Kepler-848 b,44.1,8.1,,,,,1086678.4
Kepler-849,Kepler-849 b,298.9,13.4,,,,,4554040.4
Kepler-850,Kepler-850 b,261.5,6.0,,,,,1136722.8
Kepler-851,Kepler-851 b,273.1,4.7,,,,,1072380.0
Kepler-852,Kepler-852 b,20.1,14.8,,,,,1622868.4000000001
Kepler-853,Kepler-853 b,359.1,11.6,,,,,1079529.2
Kepler-854,Kepler-854 b,98.2,5.1,,,,,10666606.4
Kepler-855,Kepler-855 b,13.4,7.5,,,,,5326154.0
Kepler-856,Kepler-856 b,247.2,14.1,,,,,5933836.0
Kepler-857,Kepler-857 b,7.6,4.6,,,,,4339564.399999999
Kepler-858,Kepler-858 b,194.4,7.5,,,,,3102752.8
Kepler-859,Kepler-859 b,302.5,10.6,,,,,1973179.2000000002
Kepler-860,Kepler-860 b,93.6,13.7,,,,,2066118.7999999998
Kepler-861,Kepler-861 b,231.8,4.8,,,,,1451287.6
Kepler-862,Kepler-862 b,182.9,4.5,,,,,1408392.4000000001
Kepler-922,Kepler-922 b,113.7,13.3,,,,,907948.4
Kepler-923,Kepler-923 b,292.0,4.9,,,,,879351.6
Kepler-924,Kepler-924 b,6.6,10.4,,,,,1958880.8
Kepler-925,Kepler-925 b,122.3,3.4,,,,,1494182.8
Kepler-926,Kepler-926 b,135.6,10.7,,,,,1472735.2
Kepler-927,Kepler-927 b,12.8,3.6,,,,,1093827.6
Kepler-928,Kepler-928 b,33.5,10.9,,,,,1015186.3999999999
Kepler-929,Kepler-929 b,338.1,10.7,,,,,707770.8
Kepler-930,Kepler-930 b,111.5,8.1,,,,,1358348.0
Kepler-931,Kepler-931 b,231.0,5.1,,,,,850754.7999999999
Kepler-932,Kepler-932 b,267.4,6.2,,,,,872202.4
Kepler-933,Kepler-933 b,26.8,13.4,,,,,1565674.8
Kepler-934,Kepler-934 b,115.4,14.0,,,,,1329751.2
Kepler-935,Kepler-935 b,236.9,13.0,,,,,857904.0
Kepler-936,Kepler-936 b,202.7,5.8,,,,,922246.8
Kepler-937,Kepler-937 b,254.7,9.5,,,,,2373534.4
Kepler-937,Kepler-937 c,66.1,0.3,,,,,1701509.5999999999
Kepler-938,Kepler-938 b,167.7,8.9,,,,,1415541.6
Kepler-1325,Kepler-1325 b,24.0,6.8,,,,,1823046.0
Kepler-1326,Kepler-1326 b,253.8,10.4,,,,,2666651.6
Kepler-1327,Kepler-1327 b,48.4,9.2,,,,,1151021.2
Kepler-1328,Kepler-1328 b,69.8,4.3,,,,,621980.3999999999
Kepler-403,Kepler-403 d,334.7,3.2,,,,,907948.4
Kepler-1329,Kepler-1329 b,245.4,3.5,,,,,1386944.8
Kepler-1330,Kepler-1330 b,7.6,14.8,,,,,1050932.4
Kepler-1331,Kepler-1331 b,321.2,1.4,,,,,672024.8
Kepler-1332,Kepler-1332 b,315.0,2.1,,,,,872202.4
Kepler-1333,Kepler-1333 b,89.4,1.4,,,,,1794449.2
Kepler-1334,Kepler-1334 b,315.1,11.8,,,,,1458436.7999999998
Kepler-1335,Kepler-1335 b,123.2,9.8,,,,,922246.8
Kepler-1336,Kepler-1336 b,153.1,11.4,,,,,1265408.4
Kepler-1336,Kepler-1336 c,267.9,4.6,,,,,1093827.6
Kepler-1337,Kepler-1337 b,158.3,11.1,,,,,1537078.0
Kepler-1338,Kepler-1338 b,48.5,10.7,,,,,586234.4
Kepler-1339,Kepler-1339 b,232.5,4.1,,,,,450399.6
Kepler-1340,Kepler-1340 b,58.3,14.0,,,,,986589.6000000001
Kepler-1400,Kepler-1400 b,210.7,9.0,,,,,1036633.9999999999
Kepler-1401,Kepler-1401 b,230.3,3.1,,,,,1072380.0
Kepler-1402,Kepler-1402 b,43.7,7.1,,,,,486145.60000000003
Kepler-1403,Kepler-1403 b,194.3,13.6,,,,,1365497.2
Kepler-1404,Kepler-1404 b,176.2,8.4,,,,,1279706.8
Kepler-1405,Kepler-1405 b,317.0,9.7,,,,,2523667.6
Kepler-1406,Kepler-1406 b,236.2,1.2,,,,,700621.6
Kepler-1407,Kepler-1407 b,270.0,5.5,,,,,1436989.2000000002
Kepler-1408,Kepler-1408 b,286.6,2.2,,,,,564786.8
Kepler-1409,Kepler-1409 b,157.1,13.0,,,,,664875.6
Kepler-1410,Kepler-1410 b,175.4,6.4,,,,,1136722.8
Kepler-1411,Kepler-1411 b,287.0,13.8,,,,,1801598.4
Kepler-1412,Kepler-1412 b,114.4,9.1,,,,,529040.7999999999
Kepler-1413,Kepler-1413 b,276.7,1.4,,,,,1158170.4000000001
Kepler-1414,Kepler-1414 b,165.6,10.6,,,,,786412.0
Kepler-1415,Kepler-1415 b,13.1,13.9,,,,,822158.0
Kepler-1416,Kepler-1416 b,28.2,13.8,,,,,564786.8
Kepler-1417,Kepler-1417 b,137.6,0.6,,,,,636278.7999999999
Kepler-1418,Kepler-1418 b,47.2,1.8,,,,,1058081.5999999999
Kepler-1419,Kepler-1419 b,300.1,7.4,,,,,1823046.0
Kepler-1420,Kepler-1420 b,151.1,12.8,,,,,815008.8
Kepler-1421,Kepler-1421 b,139.3,3.7,,,,,593383.6
Kepler-1422,Kepler-1422 b,351.8,9.9,,,,,1286856.0
Kepler-1423,Kepler-1423 b,276.5,12.8,,,,,679174.0
Kepler-1424,Kepler-1424 b,300.6,1.4,,,,,736367.6
Kepler-1425,Kepler-1425 b,29.3,1.6,,,,,600532.8
Kepler-1426,Kepler-1426 b,157.0,10.6,,,,,993738.8
Kepler-1427,Kepler-1427 b,302.2,9.6,,,,,700621.6
WASP-76,WASP-76 b,254.0,3.8,493672973.31,-2.00,0.000000,1.7462796e+25,13083036.0
WASP-90,WASP-90 b,6.8,6.8,840740033.334,-7.90,0.000000,1.1958219e+25,11653196.0
Kepler-954,Kepler-954 b,41.8,8.2,,,,,1479884.4
Kepler-955,Kepler-955 b,102.6,10.4,,,,,1994626.8000000003
Kepler-956,Kepler-956 b,16.6,14.2,,,,,1915985.6
Kepler-957,Kepler-957 b,341.8,7.7,,,,,3510257.1999999997
Kepler-958,Kepler-958 b,20.6,8.0,,,,,1315452.8
Kepler-959,Kepler-959 b,190.4,13.9,,,,,2795337.2
Kepler-960,Kepler-960 b,261.9,4.4,,,,,1458436.7999999998
Kepler-961,Kepler-961 b,39.3,14.7,,,,,1622868.4000000001
Kepler-962,Kepler-962 b,306.8,4.7,,,,,1258259.2
Kepler-963,Kepler-963 b,210.8,4.1,,,,,1694360.4
Kepler-964,Kepler-964 b,323.1,14.7,,,,,1351198.8
Kepler-965,Kepler-965 b,223.5,5.2,,,,,2159058.4
Kepler-966,Kepler-966 b,10.5,4.5,,,,,2630905.6
Kepler-967,Kepler-967 b,133.6,0.7,,,,,1501332.0
Kepler-967,Kepler-967 c,9.4,14.9,,,,,2330639.2
Kepler-968,Kepler-968 b,163.4,3.2,,,,,1272557.5999999999
Kepler-968,Kepler-968 c,237.5,6.2,,,,,1079529.2
Kepler-969,Kepler-969 b,170.2,5.7,,,,,1322602.0
Kepler-969,Kepler-969 c,144.0,6.8,,,,,629129.6
Kepler-970,Kepler-970 b,53.5,2.0,,,,,1765852.4
Kepler-971,Kepler-971 b,266.4,3.0,,,,,1358348.0
Kepler-972,Kepler-972 b,238.4,4.1,,,,,2966918.0
Kepler-973,Kepler-973 b,293.4,10.1,,,,,1251110.0
Kepler-974,Kepler-974 b,159.4,12.9,,,,,1000888.0000000001
Kepler-975,Kepler-975 b,296.3,12.8,,,,,943694.4
Kepler-976,Kepler-976 b,321.4,12.5,,,,,2523667.6
Kepler-977,Kepler-977 b,17.9,10.2,,,,,1672912.8
Kepler-978,Kepler-978 b,10.3,8.5,,,,,1908836.4000000001
Kepler-979,Kepler-979 b,309.8,7.1,,,,,1737255.5999999999
Kepler-980,Kepler-980 b,239.1,11.0,,,,,1701509.5999999999
Kepler-981,Kepler-981 b,347.9,0.8,,,,,1472735.2
Kepler-982,Kepler-982 b,147.0,1.2,,,,,1436989.2000000002
Kepler-983,Kepler-983 b,152.9,11.4,,,,,1508481.2
Kepler-984,Kepler-984 b,85.4,13.7,,,,,1351198.8
Kepler-985,Kepler-985 b,357.1,11.9,,,,,1901687.2000000002
Kepler-986,Kepler-986 b,277.8,11.4,,,,,1508481.2
