Name,Distance,Temperature,Mass,Radius,Ecliptic Longitude,Ecliptic Latitude
Kepler-1422,6.4213417e+17,6194.0,2.2867405e+28,85571100.0,315.944151,67.999838
Kepler-1423,1.3854793e+17,4939.0,1.5708913000000003e+28,52177500.0,300.844569,62.609381
Kepler-1424,1.913134e+17,5838.0,2.0282394000000003e+28,74439900.0,304.558412,61.174061
Kepler-1425,1.5397643e+17,5718.0,1.9288159000000002e+28,66091500.0,312.475459,62.820231
Kepler-1426,3.7367827e+17,5831.0,2.0282394000000003e+28,70961400.0,315.032293,69.356337
Kepler-1427,3.764554e+17,5793.0,2.0083547e+28,70265700.0,314.891336,64.653131
WASP-76,3.70284e+16,6250.0,2.9031662000000003e+28,120356100.0,25.69157,-7.752005
WASP-90,1.049138e+17,6430.0,3.0821285000000006e+28,137748600.0,320.252854,22.907439
Kepler-954,6.911968e+16,4990.0,1.6305454e+28,52873200.0,318.582088,67.067903
Kepler-955,1.9655909e+17,5350.0,1.7697383000000002e+28,58438800.0,300.717478,61.753597
Kepler-956,1.9470767e+17,6040.0,2.1873170000000004e+28,80005500.0,314.577956,69.039673
Kepler-957,2.3111893e+17,4963.0,1.6106607000000002e+28,52177500.0,310.279698,69.455397
Kepler-958,1.4410219e+17,5421.0,1.8095077000000003e+28,59830200.0,302.631059,67.560909
Kepler-959,3.0949571e+17,7005.0,3.1815520000000007e+28,139835700.0,306.707221,61.455095
Kepler-960,9.195386e+16,4755.0,1.5311219000000002e+28,50090400.0,292.633616,69.287229
Kepler-1122,2.8511868e+17,5544.0,1.8293924000000002e+28,61917300.0,304.621046,67.595263
Kepler-1123,2.4562172e+17,5500.0,1.8492771000000002e+28,62613000.0,319.91304,69.893675
Kepler-1124,5.461689e+16,3658.0,6.959645e+27,23653800.0,296.624513,59.806045
Kepler-1125,2.807987e+17,5683.0,1.8890465000000001e+28,65395800.0,311.532972,60.549389
Kepler-1126,2.0612476e+17,5798.0,1.8293924000000002e+28,64700100.0,299.614761,67.522055
Kepler-1127,3.0733572e+17,5664.0,1.9288159000000002e+28,66091500.0,309.639895,63.000603
Kepler-1128,3.5886691e+17,5543.0,1.8691618e+28,63308700.0,307.132611,59.90446
Kepler-1129,3.8818106e+17,5831.0,1.98847e+28,69570000.0,306.179507,62.061891
Kepler-1130,7.220538e+16,5403.0,1.7896230000000003e+28,56351700.0,298.545854,67.322527
Kepler-1131,3.4220413e+17,5851.0,2.0481241e+28,72352800.0,319.845912,68.307242
Kepler-1132,2.900558e+17,5298.0,1.7299689e+28,57743100.0,303.123007,69.987589
Kepler-1133,2.5333597e+17,5569.0,1.8492771000000002e+28,62613000.0,309.911745,63.11153
Kepler-1134,3.0764429e+17,5281.0,1.6703148000000001e+28,56351700.0,312.962763,62.156966
Kepler-1135,2.2463896e+17,5656.0,1.9089312000000002e+28,65395800.0,299.487901,66.56516
Kepler-1136,1.6817065e+17,4512.0,1.4316984e+28,47307600.0,295.882429,66.422034
Kepler-1137,2.9962147e+17,6807.0,2.9827050000000005e+28,128008800.0,304.752132,70.045643
Kepler-1138,3.3973557e+17,5582.0,1.8890465000000001e+28,64004400.0,302.152893,69.977651
Kepler-553,2.2371325e+17,5266.0,1.8293924000000002e+28,59134500.0,323.092387,66.586303
Kepler-554,1.9810194e+17,5447.0,1.8492771000000002e+28,64004400.0,323.90859,69.898828
KELT-8,6.1312859e+16,5754.0,1.6106607000000002e+28,101572200.0,287.849481,46.745583
K2-22,7.57631921e+16,3830.0,1.193082e+28,39654900.0,169.306395,-1.753856
WASP-47,8.22925333e+16,5552.0,2.0680088000000004e+28,79309800.0,328.995618,-0.208516
WASP-41,5.064867979999999e+16,5545.0,1.6106607000000002e+28,57743100.0,202.378748,-23.86104
HD 11755,7.30200048e+16,4312.0,1.4316984e+28,1431750600.0,63.839947,55.181791
HD 12648,5.65145955e+16,4835.0,1.3322749000000002e+28,766661400.0,82.01593,63.907594
HD 24064,9.34535102e+16,4052.0,3.2014367000000005e+28,2782800000.0,76.776779,52.056819
8 UMi,5.03956524e+16,4847.0,2.8633968e+28,716571000.0,130.659106,73.344908
Kepler-623,2.5025027e+17,5443.0,1.7896230000000003e+28,59830200.0,319.774377,66.315246
Kepler-869,2.9530149e+17,5664.0,1.9288159000000002e+28,66091500.0,311.632667,71.635005
Kepler-870,3.7984967e+17,5857.0,2.0083547e+28,70961400.0,321.062707,69.45423
Kepler-871,5.2302615e+17,5993.0,2.2072017000000006e+28,79309800.0,312.129434,63.264599
Kepler-872,3.4374698e+17,5902.0,2.0878935000000003e+28,75135600.0,313.658094,63.24387
Kepler-873,4.3107229e+17,6163.0,2.3463946e+28,88353900.0,323.773352,69.825519
Kepler-874,3.3078704e+17,6020.0,2.1674323000000005e+28,78614100.0,312.485652,62.820426
Kepler-875,3.8386108e+17,5958.0,2.1077782e+28,77222700.0,316.027839,62.287602
Kepler-876,2.2679895e+17,5060.0,1.6106607000000002e+28,53568900.0,294.297387,65.690067
Kepler-877,1.7650204e+17,5261.0,1.6901995000000002e+28,56351700.0,307.456222,67.396796
Kepler-878,1.7495919e+17,5044.0,1.6106607000000002e+28,53568900.0,299.605077,68.476333
Kepler-879,2.3821604e+17,5792.0,2.0282394000000003e+28,70961400.0,322.309878,69.70333
Kepler-880,2.0766761e+17,6761.0,2.9031662000000003e+28,121051800.0,291.831396,66.207165
Kepler-881,4.2088948e+17,5961.0,2.1077782e+28,75831300.0,306.127036,67.742138
Kepler-882,1.6199925e+17,5476.0,1.7896230000000003e+28,60525900.0,312.287212,63.201495
Kepler-883,1.6940493e+17,6116.0,2.1077782e+28,75831300.0,305.211658,71.735383
Kepler-884,1.295994e+17,5715.0,1.98847e+28,65395800.0,315.73152,69.800562
HATS-13,1.4687932e+17,5523.0,1.9089312000000002e+28,61917300.0,311.676621,-9.194453
HATS-14,1.5829641e+17,5346.0,1.9288159000000002e+28,64700100.0,308.528109,-7.842331
Kepler-961,1.8730199e+17,5582.0,1.9089312000000002e+28,62613000.0,291.92302,66.157019
Kepler-962,1.3546223e+17,5478.0,1.8492771000000002e+28,59830200.0,315.920176,65.689997
Kepler-963,2.4253602e+17,5461.0,1.8095077000000003e+28,60525900.0,316.92142,64.185054
Kepler-964,1.4749646e+17,5427.0,1.8492771000000002e+28,58438800.0,311.147906,60.432442
Kepler-965,1.9069626e+17,5886.0,2.0878935000000003e+28,80005500.0,316.730939,60.786729
Kepler-966,2.3852461e+17,5840.0,2.0282394000000003e+28,70961400.0,323.471171,68.555993
Kepler-967,1.5397643e+17,5178.0,1.6703148000000001e+28,55656000.0,296.803189,60.313146
Kepler-968,9.627384e+16,4598.0,1.5112372e+28,48699000.0,303.410886,71.745386
Kepler-969,1.2682227e+17,5214.0,1.8293924000000002e+28,57047400.0,306.243755,69.072405
Kepler-970,1.079995e+17,4511.0,1.391929e+28,46611900.0,302.76125,61.934169
Kepler-971,1.0645665e+17,5431.0,1.7498536000000002e+28,59134500.0,294.200782,63.442763
Kepler-972,4.0237528e+17,6146.0,2.2867405e+28,84875400.0,314.1164,62.963855
Kepler-973,9.164529e+16,5213.0,1.7100842000000003e+28,54264600.0,311.586105,70.46559
Kepler-974,3.733697e+16,3687.0,1.0340044000000002e+28,34785000.0,295.228796,62.351363
Kepler-975,1.2466228e+17,4897.0,1.5907760000000003e+28,52177500.0,302.890861,59.610105
Kepler-1139,1.7125635e+17,5550.0,1.8691618e+28,63308700.0,299.343687,60.854479
Kepler-1140,2.0273049e+17,4850.0,1.5112372e+28,50786100.0,293.209855,69.445324
Kepler-1141,1.1262805e+17,5791.0,2.0083547e+28,74439900.0,309.773359,68.34718
Kepler-1142,2.1507329e+17,5685.0,1.9288159000000002e+28,66787200.0,309.944527,64.403934
Kepler-1143,1.9501624e+17,5053.0,1.6106607000000002e+28,53568900.0,298.381058,61.035177
Kepler-1144,3.1227284e+17,5753.0,1.9487006e+28,66787200.0,308.460523,68.03831
Kepler-1145,2.2031898e+17,5064.0,1.5708913000000003e+28,52177500.0,313.031795,62.753514
Kepler-1146,2.1414758e+17,4692.0,1.4714678000000002e+28,48699000.0,302.834351,68.967241
Kepler-1147,4.5544932e+17,5941.0,2.1674323000000005e+28,79309800.0,307.838538,62.152197
Kepler-1148,2.1044474e+17,5054.0,1.6106607000000002e+28,53568900.0,308.541312,66.377441
Kepler-1149,3.1566711e+17,5833.0,2.0282394000000003e+28,70265700.0,313.154478,65.007978
Kepler-1150,1.1509661e+17,4754.0,1.5112372e+28,50090400.0,321.853528,68.21525
Kepler-1151,2.3543891e+17,5470.0,1.7498536000000002e+28,59134500.0,312.770719,68.040476
Kepler-1152,5.677688e+16,3964.0,1.0936585000000002e+28,36872100.0,306.363812,64.988131
Kepler-1153,3.6565545e+17,5470.0,1.8095077000000003e+28,61221600.0,305.683301,66.948691
Kepler-1154,4.7242067e+17,6327.0,2.5054722000000004e+28,99485100.0,313.768913,59.211873
Kepler-1155,3.0455859e+17,5842.0,2.0481241e+28,71657100.0,300.842768,60.962334
HD 155233,2.31828641e+16,4960.0,3.3605143e+28,349937100.0,258.556045,2.300108
Kepler-583,2.4839885e+17,5523.0,1.8691618e+28,63308700.0,291.434885,64.895142
Kepler-584,4.4588365e+17,6195.0,2.3265099e+28,86266800.0,301.624272,63.864815
Kepler-585,1.8637628e+17,5593.0,1.9089312000000002e+28,64700100.0,299.780875,65.612634
Kepler-586,2.1815899e+17,5575.0,1.8691618e+28,64004400.0,311.758033,65.681246
Kepler-587,2.6290164e+17,5549.0,1.8293924000000002e+28,61917300.0,306.247976,68.501513
Kepler-588,2.9993004e+17,5835.0,2.0083547e+28,69570000.0,298.571203,69.717973
Kepler-589,1.9841051e+17,5296.0,1.7498536000000002e+28,57743100.0,291.71178,70.390294
Kepler-590,3.0425002e+17,6000.0,2.1873170000000004e+28,80005500.0,319.729753,67.172
Kepler-591,2.4469601e+17,5677.0,1.9288159000000002e+28,65395800.0,302.499417,70.069026
Kepler-592,3.1906138e+17,5913.0,2.0680088000000004e+28,72352800.0,302.306765,70.356857
Kepler-593,3.1350712e+17,5967.0,2.1475476000000002e+28,76527000.0,317.999192,67.974362
Kepler-594,2.2895894e+17,5485.0,1.8095077000000003e+28,60525900.0,309.183647,70.637779
Kepler-595,1.9717623e+17,5247.0,1.7299689e+28,57743100.0,320.001927,69.87992
Kepler-596,3.3418131e+17,6267.0,2.4060487000000003e+28,91832400.0,312.72507,72.239897
Kepler-597,2.036562e+17,5683.0,1.9288159000000002e+28,66091500.0,307.633122,59.663116
Kepler-598,2.1167902e+17,5307.0,1.7299689e+28,59830200.0,308.214787,61.341609
Kepler-599,1.9347339e+17,5127.0,1.6504301e+28,54960300.0,297.10176,63.019503
HD 95872,2.23312109e+16,5312.0,1.391929e+28,58438800.0,176.309326,-25.790602
HD 5583,6.819397e+16,4830.0,2.0083547e+28,632391300.0,27.679718,26.393539
BD+15 2375,2.3883318e+17,4649.0,2.1475476000000002e+28,622651500.0,170.891143,11.999643
K2-29,5.535437229999999e+16,5358.0,1.8691618e+28,59830200.0,65.24248,3.281129
KELT-10,5.646831e+16,5948.0,2.2072017000000006e+28,84179700.0,280.817216,-24.108779
Kepler-885,1.9501624e+17,6187.0,2.4060487000000003e+28,93919500.0,308.686854,70.679885
Kepler-886,2.6444449e+17,6098.0,2.1873170000000004e+28,80701200.0,299.168442,65.395114
Kepler-887,2.5642167e+17,6194.0,2.3662793000000002e+28,89745300.0,302.946645,60.978364
Kepler-888,1.2743941e+17,5875.0,1.9288159000000002e+28,62613000.0,320.254316,68.768418
Kepler-889,1.5829641e+17,5961.0,2.2668558e+28,86962500.0,314.934078,70.866267
Kepler-890,4.2798659e+17,5954.0,2.1674323000000005e+28,78614100.0,302.868307,65.112892
Kepler-891,4.2335804e+17,5887.0,2.1077782e+28,74439900.0,304.775425,61.273482
PSR J1719-1438,3.70284e+17,4500.0,2.783858e+28,2782800.0,260.016951,8.452634
Qatar-1,5.758224770000001e+16,5013.0,1.6703148000000001e+28,55656000.0,9.619417,76.442851
Qatar-2,5.62584824e+16,4645.0,1.4714678000000002e+28,54264600.0,208.118701,4.280211
TrES-1,4.949154229999999e+16,5230.0,2.0680088000000004e+28,59134500.0,295.246358,58.674073
TrES-3,7.035396e+16,5650.0,1.8492771000000002e+28,57743100.0,266.779686,60.963417
TrES-4,1.61598109e+17,6200.0,2.1475476000000002e+28,115486200.0,267.245474,60.634928
TrES-5,1.12350337e+17,5171.0,1.7896230000000003e+28,60525900.0,352.532139,72.802189
TYC 1422-614-1,2.3420463e+17,4806.0,2.2867405e+28,476554500.0,149.084588,8.306409
V0391 Peg,4.31998e+17,29300.0,9.94235e+27,16001100.0,344.268963,35.496081
Kepler-1577,1.6755351e+17,4862.0,1.5510066000000002e+28,51481800.0,313.595689,67.56866
Kepler-1578,3.1350712e+17,5545.0,1.7896230000000003e+28,59830200.0,305.965957,68.940884
Kepler-1579,1.4379362e+17,4584.0,1.4913525000000003e+28,48699000.0,310.368289,63.726494
Kepler-1580,2.6907304e+17,6228.0,2.9230509e+28,149575500.0,297.351825,63.294469
Kepler-1581,1.3669651e+17,6022.0,2.2270864000000005e+28,85571100.0,298.647456,61.326435
Kepler-1582,3.455984e+16,3208.0,5.567716000000001e+27,20871000.0,302.649753,62.418891
Kepler-1583,1.1015949e+17,5645.0,1.8691618e+28,63308700.0,301.89142,68.649051
Kepler-1584,4.0885525e+17,6069.0,2.1873170000000004e+28,78614100.0,301.42859,64.787578
Kepler-1585,3.9157533e+17,5538.0,1.8691618e+28,63308700.0,315.5983,63.918724
Kepler-1586,2.6660448e+17,6681.0,2.8832815e+28,121747500.0,318.931377,63.652275
Kepler-1587,2.7987299e+17,5933.0,2.1475476000000002e+28,84875400.0,315.558336,69.541298
Kepler-1588,2.0303906e+17,5817.0,1.9089312000000002e+28,68874300.0,306.065278,69.16948
Kepler-1589,4.3755226e+17,6166.0,2.3463946e+28,86962500.0,309.911275,60.6685
Kepler-1590,2.77713e+17,6053.0,2.2072017000000006e+28,80701200.0,311.529937,68.39259
Kepler-1591,3.363413e+17,6082.0,2.1873170000000004e+28,80701200.0,316.169939,63.858263
Kepler-1592,4.1626093e+17,6213.0,2.3463946e+28,89049600.0,307.662419,58.758248
Kepler-1593,2.3297035e+17,4995.0,1.6106607000000002e+28,53568900.0,321.729366,62.532645
Kepler-1594,3.39427e+17,5946.0,2.1077782e+28,75135600.0,315.093533,67.736973
WASP-74,4.62392145e+16,5990.0,1.9487006e+28,98789400.0,306.6065,18.082386
WASP-83,9.2571e+16,5510.0,2.2072017000000006e+28,73048500.0,196.997322,-13.699162
WASP-89,9.05282666e+16,5130.0,1.8293924000000002e+28,61221600.0,310.994045,-1.559489
WASP-2,4.748583729999999e+16,5180.0,1.7896230000000003e+28,60525900.0,311.945703,24.543504
WASP-3,7.1804239e+16,6400.0,3.2213214000000004e+28,100180800.0,283.572823,58.694799
WASP-4,8.30701297e+16,5400.0,1.7100842000000003e+28,61917300.0,335.074526,-35.55869
WASP-5,9.62368116e+16,5700.0,1.9089312000000002e+28,71657100.0,340.220277,-37.003814
WASP-6,6.11678311e+16,5450.0,1.0936585000000002e+28,50786100.0,340.090525,-16.161851
WASP-7,5.03123385e+16,6400.0,2.5452416e+28,99485100.0,302.855876,-20.351594
WASP-8,2.78299283e+16,5600.0,2.6645498000000005e+28,71657100.0,344.333926,-31.741715
WASP-10,4.36842549e+16,4675.0,1.4913525000000003e+28,48699000.0,3.976062,32.932976
WASP-11,3.86082784e+16,4800.0,2.8236274e+28,61917300.0,53.370004,12.494152
WASP-12,1.334503536e+17,6360.0,2.8435121000000003e+28,115486200.0,96.672312,6.409707
WASP-13,7.06594443e+16,5950.0,1.4316984e+28,95310900.0,131.881902,17.438162
WASP-14,5.02197675e+16,6475.0,3.2213214000000004e+28,97398000.0,207.489466,34.803501
WASP-15,8.77418795e+16,6300.0,2.3463946e+28,102963600.0,218.407998,-18.994052
WASP-16,6.0232864e+16,5700.0,3.5394766000000004e+28,79309800.0,219.131617,-6.062584
WASP-17,1.266402137e+17,6550.0,4.5337116e+28,103659300.0,243.552893,-7.338551
Kepler-1595,2.5950737e+17,5203.0,1.6703148000000001e+28,55656000.0,297.886056,64.933959
Kepler-1596,3.5979262e+17,5706.0,1.8890465000000001e+28,64004400.0,302.505002,71.018266
Kepler-1597,3.8725535e+17,6377.0,2.4855875e+28,96702300.0,301.560374,63.94341
Kepler-1598,2.2649038e+17,5940.0,2.1276629000000004e+28,75831300.0,305.332894,67.969984
Kepler-1599,3.0980428e+17,5767.0,1.9685853000000001e+28,68874300.0,297.644169,63.042281
Kepler-1600,3.0610144e+17,5214.0,1.7100842000000003e+28,57047400.0,304.316221,59.703419
Kepler-1601,2.036562e+17,5869.0,2.0680088000000004e+28,74439900.0,295.044967,60.177358
Kepler-1602,2.5148455e+17,6296.0,2.4259334e+28,94615200.0,308.550993,60.749
Kepler-1603,5.4030607e+17,6241.0,2.4060487000000003e+28,91136700.0,312.65697,62.27407
Kepler-1604,1.7341634e+17,4976.0,1.6106607000000002e+28,52873200.0,298.238422,66.347264
Kepler-1605,6.911968e+16,5280.0,1.7100842000000003e+28,57047400.0,303.636268,68.935676
Kepler-1606,2.715416e+17,5422.0,1.7896230000000003e+28,59830200.0,299.015979,64.87132
Kepler-1607,2.2679895e+17,6116.0,2.2668558e+28,84179700.0,313.824707,62.18762
Kepler-1608,2.5673024e+17,4992.0,1.4913525000000003e+28,50090400.0,310.753952,59.292739
Kepler-1609,4.5760931e+17,6132.0,2.3463946e+28,88353900.0,302.943781,60.821242
Kepler-1610,3.2800991e+17,5383.0,1.8095077000000003e+28,60525900.0,316.003006,64.761974
Kepler-1611,2.1167902e+17,5605.0,1.8691618e+28,64700100.0,321.782151,68.452493
Kepler-1612,2.5827309e+17,5643.0,1.9089312000000002e+28,65395800.0,308.966149,66.24333
Kepler-1613,2.6382735e+17,6005.0,2.1475476000000002e+28,77918400.0,304.951756,64.467413
WASP-18,3.82379944e+16,6400.0,2.4259334e+28,85571100.0,358.179671,-50.443544
WASP-19,8.34404137e+16,5568.0,1.7896230000000003e+28,69570000.0,175.070177,-53.300902
WASP-20,6.47997e+16,5940.0,2.386164e+28,96702300.0,354.605818,-23.887057
WASP-21,8.03300281e+16,5800.0,1.7697383000000002e+28,79309800.0,356.109038,21.794873
WASP-22,9.8896685e+16,6000.0,2.9031662000000003e+28,86266800.0,42.5818,-41.334705
WASP-23,6.44109018e+16,5150.0,1.5510066000000002e+28,53568900.0,109.92623,-65.433193
WASP-24,1.003006785e+17,6075.0,2.8435121000000003e+28,98789400.0,224.049715,19.220434
WASP-25,6.5632839e+16,5750.0,1.3322749000000002e+28,55656000.0,205.031104,-19.300436
WASP-26,7.85341507e+16,6034.0,1.7100842000000003e+28,84875400.0,357.991955,-15.806448
WASP-28,1.265137e+17,6150.0,2.0282394000000003e+28,75831300.0,353.513831,1.083703
WASP-29,2.7098617399999996e+16,4800.0,1.5311219000000002e+28,54960300.0,339.853368,-35.261637
WASP-31,1.110852e+17,6302.0,2.3066252000000003e+28,86962500.0,178.207408,-21.619609
WASP-32,8.58349169e+16,6140.0,1.4316984e+28,66091500.0,4.112226,-0.472959
WASP-33,3.77566252e+16,7430.0,2.9827050000000005e+28,100180800.0,46.819874,21.755273
WASP-34,4.09132963e+16,5700.0,1.9089312000000002e+28,63308700.0,176.727468,-27.570148
WASP-35,6.276005229999999e+16,5990.0,2.0878935000000003e+28,75135600.0,74.148347,-28.906426
WASP-36,1.205397848e+17,5959.0,2.1475476000000002e+28,68178600.0,136.4816,-25.008214
Kepler-1614,3.0301574e+17,5121.0,1.5708913000000003e+28,52873200.0,301.644882,71.584756
Kepler-1615,2.900558e+17,5865.0,2.0680088000000004e+28,73048500.0,298.474241,64.058297
Kepler-1616,2.6598734e+17,6266.0,2.4060487000000003e+28,93223800.0,300.810389,66.983068
Kepler-1617,2.5086741e+17,6167.0,2.2867405e+28,84875400.0,304.098041,67.745701
Kepler-1618,3.8200966e+17,6620.0,2.8037427e+28,114790500.0,315.405418,65.449587
Kepler-1619,1.604564e+17,5852.0,1.98847e+28,69570000.0,298.74706,66.301133
Kepler-1620,2.3852461e+17,6157.0,2.2867405e+28,85571100.0,319.596336,65.737831
Kepler-1621,4.5082077e+17,6158.0,2.2867405e+28,86266800.0,317.046899,62.846247
Kepler-1622,2.8604439e+17,6436.0,2.6048957000000005e+28,104355000.0,320.671204,66.511909
Kepler-1623,3.0425002e+17,5772.0,1.98847e+28,69570000.0,308.714845,59.800049
Kepler-1624,6.140543e+16,3636.0,9.94235e+27,32697900.0,305.250874,58.084123
Kepler-1625,3.7429541e+17,5677.0,1.9089312000000002e+28,65395800.0,310.874431,59.769028
Kepler-1626,5.3012326e+17,6826.0,3.0025897000000004e+28,128704500.0,312.988764,60.26668
Kepler-1627,9.596527e+16,5445.0,1.7299689e+28,58438800.0,294.331549,63.833409
Kepler-1628,1.0861664e+17,3724.0,1.0936585000000002e+28,36176400.0,291.110171,66.000441
Kepler-1629,1.203423e+17,5776.0,2.0083547e+28,70265700.0,288.755313,66.550297
Kepler-1630,8.578246e+16,4736.0,1.3123902000000002e+28,43829100.0,316.816208,62.750307
Kepler-1631,3.671983e+17,5679.0,1.9288159000000002e+28,66091500.0,312.65234,63.644594
WASP-37,1.0583951e+17,5800.0,1.8492771000000002e+28,69570000.0,219.16421,16.432301
WASP-38,4.22031189e+16,6180.0,3.4997072000000003e+28,105746400.0,239.789898,30.781471
WASP-39,7.09711e+16,5400.0,1.8492771000000002e+28,62613000.0,216.118949,10.698195
WASP-42,5.49840883e+16,5315.0,1.8890465000000001e+28,61917300.0,210.114196,-33.261667
WASP-43,2.46856e+16,4400.0,1.1533126000000001e+28,41742000.0,160.521345,-18.81314
WASP-44,1.136494167e+17,5420.0,1.8691618e+28,63308700.0,358.756982,-12.490459
WASP-45,6.55649536e+16,5150.0,1.6901995000000002e+28,59134500.0,348.354826,-34.655206
WASP-46,1.170591152e+17,5600.0,1.6504301e+28,59830200.0,302.236338,-37.755392
WASP-48,1.419853998e+17,5920.0,1.7498536000000002e+28,109920600.0,322.459515,75.045257
WASP-49,6.036863479999999e+16,5600.0,1.8293924000000002e+28,67482900.0,91.368341,-40.399411
WASP-50,5.73384774e+16,5400.0,1.7697383000000002e+28,58438800.0,37.613812,-26.312299
WASP-52,4.31998e+16,5000.0,1.7299689e+28,54960300.0,352.920653,12.601142
WASP-54,7.80774671e+16,6100.0,2.1475476000000002e+28,122443200.0,203.639162,9.724438
WASP-55,9.256174290000002e+16,5900.0,2.2072017000000006e+28,75831300.0,208.409719,-7.071629
WASP-56,9.99735943e+16,5600.0,1.4118137e+28,66787200.0,173.404246,22.383309
Kepler-1632,1.8020488e+17,6137.0,2.2270864000000005e+28,82788300.0,312.533675,63.779954
Kepler-1633,2.5025027e+17,6256.0,2.386164e+28,91832400.0,303.860384,66.199652
Kepler-1634,2.0180478e+17,5474.0,1.8293924000000002e+28,61917300.0,312.918884,65.036689
Kepler-1635,3.3448988e+17,5347.0,1.7697383000000002e+28,59134500.0,298.916088,67.460792
Kepler-1636,4.8352919e+17,5797.0,2.0083547e+28,70961400.0,314.181004,66.22931
Kepler-1637,1.5613642e+17,5789.0,2.0282394000000003e+28,70961400.0,295.100547,70.529196
Kepler-1638,2.7123303e+17,5710.0,1.9288159000000002e+28,66091500.0,318.680065,67.703341
Kepler-1639,3.6040976e+17,6150.0,2.2270864000000005e+28,82092600.0,297.235488,71.008007
Kepler-1640,4.2551803e+17,6324.0,2.5253569000000003e+28,99485100.0,310.274024,60.901165
Kepler-1641,2.9653577e+17,6152.0,2.2270864000000005e+28,82788300.0,313.416871,61.100627
Kepler-1642,1.3793079e+17,5355.0,1.7498536000000002e+28,58438800.0,316.328525,62.774217
Kepler-1643,1.2774798e+17,5508.0,1.8293924000000002e+28,61221600.0,321.927497,62.81136
Kepler-1644,1.8267344e+17,5499.0,1.7697383000000002e+28,59830200.0,301.123428,69.807466
Kepler-1645,2.6043308e+17,5812.0,2.0282394000000003e+28,70961400.0,321.605879,66.999538
Kepler-1646,2.499417e+16,3299.0,4.7723280000000005e+27,18088200.0,300.804485,64.489243
WASP-57,1.24291996e+17,5600.0,1.7697383000000002e+28,64700100.0,221.995424,14.022292
WASP-58,9.03647245e+16,5800.0,2.1077782e+28,84875400.0,279.055658,68.46358
WASP-59,3.857125e+16,4650.0,1.4316984e+28,42437700.0,1.123633,26.816284
WASP-60,1.346506909e+17,5900.0,2.3662793000000002e+28,81396900.0,10.617063,29.634811
WASP-61,1.529365491e+17,6250.0,3.6190154000000007e+28,107833500.0,69.887548,-48.472188
WASP-62,5.44718621e+16,6230.0,2.2072017000000006e+28,85571100.0,63.752933,-87.163846
WASP-63,9.04511241e+16,5550.0,2.5452416e+28,129400200.0,97.177322,-61.654551
WASP-64,1.079995e+17,5400.0,1.98847e+28,73744200.0,106.680875,-55.655873
WASP-65,9.56567e+16,5600.0,1.8492771000000002e+28,70265700.0,133.340764,-8.638664
WASP-66,1.565005326e+17,6600.0,2.6446651000000006e+28,122443200.0,176.18465,-40.315984
WASP-67,5.87794993e+16,5200.0,1.8095077000000003e+28,61221600.0,294.104352,1.361291
WASP-68,7.03138459e+16,5910.0,2.9628203000000002e+28,124530300.0,302.860035,0.210689
WASP-69,1.54377571e+16,4700.0,1.9487006e+28,59830200.0,315.967533,11.453003
WASP-70 A,7.559965e+16,5763.0,2.2072017000000006e+28,84875400.0,313.998368,3.333457
WASP-71,1.130754765e+17,6050.0,1.5112372e+28,126617400.0,27.480497,-10.502311
WASP-72,1.358232569e+17,6250.0,5.5279466e+28,151662600.0,26.202677,-43.383716
WASP-73,9.86097149e+16,6030.0,5.010944400000001e+28,177403500.0,301.882381,-40.110144
GJ 3998,5603631200000000.0,3722.0,9.94235e+27,34089300.0,256.94828,34.000028
BD+20 594,5.566294229999999e+16,5766.0,3.3207449e+28,75135600.0,56.292499,1.312319
Proxima Cen,401141000000000.0,3050.0,2.3861640000000002e+27,9739800.0,239.114649,-44.763309
HATS-11,2.984921038e+17,6563.0,2.6446651000000006e+28,107137800.0,287.886539,-0.147245
HATS-12,1.581143537e+17,6357.0,2.3066252000000003e+28,81396900.0,288.101987,2.88479
K2-97,2.683818432e+17,4717.0,2.386164e+28,310977900.0,127.380625,-7.826697
K2-98,1.6240347669999997e+17,6172.0,2.386164e+28,109224900.0,125.994413,-7.48579
K2-100,5.86406428e+16,6168.0,2.4458181e+28,84875400.0,126.785558,1.580633
K2-101,5.84215581e+16,4819.0,1.5907760000000003e+28,50786100.0,127.762216,0.626324
K2-102,5.83721869e+16,4695.0,1.5311219000000002e+28,49394700.0,127.282526,1.373143
EPIC 211822797,5.77612183e+16,4148.21,1.3123902000000002e+28,39654900.0,128.156453,-0.60763
K2-104,5.86930997e+16,3546.46,8.550421000000001e+27,34089300.0,126.902166,1.267736
XO-6,7.31496042e+16,6720.0,2.9230509e+28,134270100.0,92.093509,50.423224
HIP 41378,3.28966477e+16,6226.0,2.3265099e+28,93223800.0,126.463448,-8.844943
WASP-75,8.02282e+16,6100.0,2.2668558e+28,87658200.0,339.697137,-2.962032
WASP-77 A,3.25448779e+16,5365.0,2.9628203000000002e+28,75831300.0,32.352514,-20.560904
WASP-78,2.379475841e+17,6100.0,3.7184389000000007e+28,171142200.0,56.228782,-42.527674
WASP-79,7.66642165e+16,6600.0,2.8435121000000003e+28,111312000.0,56.488952,-51.326445
WASP-80,1.53853002e+16,4143.0,1.1533126000000001e+28,41046300.0,304.945853,17.362073
WASP-82,8.57330888e+16,6480.0,2.9429356000000004e+28,146097000.0,71.465552,-20.436639
WASP-84,3.857125e+16,5314.0,1.6703148000000001e+28,52177500.0,133.033451,-15.651197
