Name,Distance,Temperature,Mass,Radius,Ecliptic Longitude,Ecliptic Latitude
Kepler-1019,6.109686e+16,4433.0,1.391929e+28,46611900.0,297.186387,69.352528
Kepler-1020,1.3762222e+17,5227.0,1.7299689e+28,55656000.0,311.926711,66.546972
Kepler-1021,2.5827309e+17,5431.0,1.7697383000000002e+28,59830200.0,312.49205,62.3307
Kepler-1022,1.4039935e+17,4445.0,1.4118137e+28,47307600.0,307.016979,67.941175
Kepler-1023,2.1167902e+17,5494.0,1.8492771000000002e+28,61917300.0,309.386601,70.617603
Kepler-1024,3.1381569e+17,5143.0,1.6106607000000002e+28,54264600.0,304.823981,59.065654
Kepler-1025,2.2093612e+17,6089.0,2.1674323000000005e+28,78614100.0,296.40598,66.075954
Kepler-1026,1.2003373e+17,4948.0,1.5708913000000003e+28,52177500.0,292.858929,62.361811
Kepler-1194,1.9007912e+17,5590.0,1.8691618e+28,64004400.0,304.396552,59.020526
Kepler-1195,2.5055884e+17,4965.0,1.4714678000000002e+28,49394700.0,294.46141,63.078759
Kepler-1196,2.9190722e+17,5756.0,1.9487006e+28,67482900.0,309.268067,64.330873
Kepler-1197,1.5582785e+17,4708.0,1.5510066000000002e+28,50090400.0,307.170433,63.260712
Kepler-1198,2.3975889e+17,5517.0,1.8492771000000002e+28,62613000.0,304.324078,66.04791
Kepler-1199,1.666278e+17,5889.0,1.8691618e+28,81396900.0,314.484384,67.057972
Kepler-1200,1.7866203e+17,4612.0,1.4714678000000002e+28,48699000.0,315.86585,63.394172
Kepler-1201,3.7090114e+17,6177.0,2.2867405e+28,86266800.0,310.345161,60.87022
Kepler-1202,4.2983801e+17,5834.0,2.0481241e+28,72352800.0,309.758358,65.045357
Kepler-1203,8.300533e+16,4105.0,1.2726208e+28,42437700.0,310.115297,64.478351
Kepler-1204,3.9558674e+17,5825.0,2.0481241e+28,71657100.0,303.614408,63.686033
Kepler-1205,2.3636462e+17,5226.0,1.6703148000000001e+28,56351700.0,304.279147,62.561707
Kepler-1206,2.4901599e+17,4877.0,1.5907760000000003e+28,52177500.0,320.976448,68.686336
Kepler-1207,2.9190722e+17,5909.0,2.1077782e+28,73744200.0,319.045996,68.571294
Kepler-1208,2.7061589e+17,5001.0,1.5907760000000003e+28,52873200.0,309.030319,65.057508
Kepler-1209,1.7218206e+17,6210.0,2.4458181e+28,96006600.0,306.086462,70.399168
Kepler-1210,3.5639835e+17,5568.0,1.8691618e+28,64004400.0,314.101255,68.191736
Kepler-1211,4.5853502e+17,5705.0,1.9089312000000002e+28,65395800.0,296.683104,62.847455
KELT-4 A,6.47997e+16,6206.0,2.386164e+28,111312000.0,149.248877,14.845092
K2-28,1.94738527e+16,3214.0,5.170022000000001e+27,20175300.0,334.510736,2.040639
K2-19,9.01456398e+16,5430.0,1.8492771000000002e+28,59830200.0,175.134912,-1.448373
K2-31,3.42111559e+16,5280.0,1.8095077000000003e+28,54264600.0,247.588569,-1.999135
WASP-119,1.0275381e+17,5650.0,2.0282394000000003e+28,83484000.0,349.819051,-76.185892
WASP-124,1.3361081e+17,6050.0,2.1276629000000004e+28,70961400.0,323.515776,-18.202885
WASP-126,7.220538e+16,5800.0,2.2270864000000005e+28,88353900.0,332.990055,-79.722791
WASP-129,7.590822e+16,5900.0,1.98847e+28,62613000.0,196.718547,-39.326445
WASP-133,1.6878779e+17,5700.0,2.3066252000000003e+28,100180800.0,306.735086,-17.867716
Kepler-624,2.2556467e+17,6117.0,2.1873170000000004e+28,82092600.0,310.305408,59.503447
Kepler-926,2.3790747e+17,5806.0,2.0083547e+28,70265700.0,302.839829,61.914589
Kepler-927,2.7123303e+17,5743.0,1.9685853000000001e+28,68874300.0,302.805676,62.64171
Kepler-928,1.6415924e+17,4700.0,1.4515831000000001e+28,48699000.0,303.739217,62.668102
Kepler-929,2.530274e+17,5869.0,2.0083547e+28,70961400.0,316.464765,60.542286
Kepler-930,2.7925585e+17,6335.0,2.4855875e+28,97398000.0,316.734415,61.17291
Kepler-931,1.511993e+17,5241.0,1.7100842000000003e+28,56351700.0,315.473264,61.9915
Kepler-932,1.4749646e+17,5331.0,1.7299689e+28,58438800.0,315.632181,62.506946
Kepler-933,2.8450154e+17,5346.0,1.7299689e+28,58438800.0,304.545735,64.648636
Kepler-934,1.8606771e+17,5001.0,1.6106607000000002e+28,53568900.0,305.860907,64.689119
Kepler-935,1.4873074e+17,4830.0,1.5510066000000002e+28,50786100.0,315.859754,66.12066
Kepler-936,2.1198759e+17,5482.0,1.8293924000000002e+28,61917300.0,313.722429,66.632229
Kepler-937,4.5730074e+17,6095.0,2.2867405e+28,84875400.0,314.631162,66.448511
Kepler-938,2.6567877e+17,5533.0,1.8293924000000002e+28,61917300.0,315.878377,66.518577
Kepler-939,3.1751853e+17,5471.0,1.7498536000000002e+28,59134500.0,314.475419,66.818143
Kepler-940,4.0638669e+17,5769.0,1.9288159000000002e+28,66787200.0,315.329984,66.939579
Kepler-941,3.4096985e+17,5539.0,1.7697383000000002e+28,59830200.0,315.401727,66.862448
Kepler-942,6.726826e+16,4861.0,1.6106607000000002e+28,52177500.0,313.430456,63.873888
Kepler-1027,8.979387e+16,5436.0,1.8095077000000003e+28,57047400.0,300.813765,64.385038
Kepler-1028,1.9532481e+17,5522.0,1.7896230000000003e+28,60525900.0,310.403937,70.484393
Kepler-1029,1.3021654e+17,5030.0,1.6305454e+28,53568900.0,307.144334,62.162286
Kepler-1030,2.4531315e+17,4983.0,1.5907760000000003e+28,52873200.0,312.986735,65.759754
Kepler-1031,2.2865037e+17,6011.0,2.1674323000000005e+28,77918400.0,320.145008,67.902947
Kepler-1032,1.8730199e+17,4647.0,1.5311219000000002e+28,49394700.0,302.866975,61.2823
Kepler-1033,4.3971225e+17,5547.0,1.8691618e+28,64004400.0,295.645449,66.819923
Kepler-1034,2.1785042e+17,5198.0,1.6504301e+28,55656000.0,295.924325,59.964193
HD 175607,1.24600566e+16,5392.0,1.4118137e+28,48699000.0,278.387032,-43.197481
HD 219134,2014962100000000.0,4699.0,1.6106607000000002e+28,54264600.0,23.742753,54.546604
K2-26,3.06502581e+16,3785.0,1.1135432000000002e+28,36176400.0,93.825147,1.212958
Kepler-1035,1.2589656e+17,5763.0,1.9487006e+28,67482900.0,303.237942,64.140396
Kepler-1036,1.5644499e+17,5533.0,1.8890465000000001e+28,61917300.0,319.990724,69.054552
Kepler-1037,1.3916507e+17,5105.0,1.6305454e+28,54264600.0,318.461448,66.234718
Kepler-1038,1.9193054e+17,5335.0,1.7299689e+28,57743100.0,319.291982,62.701454
Kepler-1039,9.997668e+16,4870.0,1.5708913000000003e+28,51481800.0,319.487484,63.967348
Kepler-1212,4.0237528e+17,6051.0,2.1873170000000004e+28,80005500.0,322.71973,68.615325
Kepler-1213,2.1137045e+17,6050.0,2.2668558e+28,84179700.0,311.677104,71.573475
Kepler-1214,2.3358749e+17,5130.0,1.6901995000000002e+28,55656000.0,302.19415,71.5511
Kepler-1215,2.1630757e+17,5616.0,1.8890465000000001e+28,64700100.0,321.299472,66.794846
Kepler-1216,3.4683268e+17,5743.0,1.9685853000000001e+28,68178600.0,302.767288,67.387501
Kepler-1217,4.2058091e+17,5905.0,2.1077782e+28,75135600.0,311.125431,71.646165
Kepler-1218,2.0581619e+17,5986.0,2.1077782e+28,76527000.0,308.531273,65.110321
Kepler-1219,1.9193054e+17,5944.0,2.4855875e+28,134965800.0,320.007556,66.157238
Kepler-1220,2.9561006e+17,5842.0,1.98847e+28,68874300.0,315.556696,62.202316
Kepler-1221,2.8049013e+17,5194.0,1.7299689e+28,57047400.0,299.859788,67.517913
Kepler-1222,1.4039935e+17,5239.0,1.6703148000000001e+28,55656000.0,318.795555,68.642084
Kepler-1223,1.4039935e+17,4870.0,1.5907760000000003e+28,52177500.0,298.13325,66.504429
Kepler-1224,1.7835346e+17,6155.0,2.3463946e+28,84875400.0,296.515056,59.455549
Kepler-1225,3.8293537e+17,6140.0,2.2469711e+28,82788300.0,303.959444,61.166037
Kepler-1226,2.4037603e+17,5923.0,2.0282394000000003e+28,70961400.0,322.791047,69.273402
Kepler-1227,2.0581619e+17,5747.0,1.9288159000000002e+28,66091500.0,299.416552,63.581643
Kepler-1228,1.6878779e+17,5063.0,1.5510066000000002e+28,51481800.0,318.561183,65.98758
Kepler-1229,7.282252e+16,3784.0,1.0737738000000001e+28,35480700.0,319.991262,65.733427
Kepler-625,1.5490214e+17,5789.0,2.0680088000000004e+28,66787200.0,305.931424,60.343453
Kepler-626,2.129133e+17,5813.0,2.0083547e+28,73048500.0,300.756883,61.166031
Kepler-627,3.5269551e+17,6424.0,2.5850110000000002e+28,103659300.0,305.942954,60.478422
Kepler-628,1.7866203e+17,5721.0,1.98847e+28,89049600.0,303.512419,60.936487
Kepler-629,1.1818231e+17,5444.0,1.8492771000000002e+28,58438800.0,301.993631,61.245047
Kepler-630,2.0273049e+17,5829.0,2.0282394000000003e+28,72352800.0,308.006741,60.327786
Kepler-631,2.6012451e+17,6185.0,2.4657028000000003e+28,92528100.0,313.183999,59.70151
Kepler-632,1.0769093e+17,5322.0,1.8095077000000003e+28,58438800.0,313.744564,59.657485
Kepler-633,1.9563338e+17,5899.0,2.0282394000000003e+28,80005500.0,311.053255,60.487535
Kepler-634,2.3358749e+17,6075.0,2.0481241e+28,86266800.0,305.162003,61.579569
Kepler-635,2.5487882e+17,6174.0,2.6446651000000006e+28,105050700.0,303.045706,61.99036
Kepler-636,1.0522237e+17,5203.0,1.6901995000000002e+28,55656000.0,309.021288,61.376771
Kepler-637,4.8599775e+17,6096.0,3.2610908e+28,178099200.0,307.484964,61.970038
Kepler-638,1.3145082e+17,5382.0,1.7498536000000002e+28,64700100.0,295.775005,63.727507
Kepler-639,2.098276e+17,5896.0,2.2668558e+28,89745300.0,307.350382,62.319237
Kepler-640,1.6601066e+17,5653.0,2.0083547e+28,65395800.0,313.37019,61.708351
Kepler-641,2.0766761e+17,5713.0,2.0282394000000003e+28,78614100.0,307.354563,63.153172
Kepler-943,3.8231823e+17,5612.0,1.8492771000000002e+28,63308700.0,294.669876,63.756882
Kepler-944,3.1936995e+17,5409.0,1.7100842000000003e+28,57743100.0,309.962545,62.582924
Kepler-945,4.7612351e+17,5718.0,1.9288159000000002e+28,67482900.0,306.201719,62.887255
Kepler-946,2.8326726e+17,5665.0,1.8691618e+28,64700100.0,321.935581,62.006044
Kepler-947,3.6658116e+17,5508.0,1.7896230000000003e+28,60525900.0,311.012388,62.266147
Kepler-948,2.7277588e+17,5679.0,1.9089312000000002e+28,65395800.0,308.8866,61.853459
Kepler-949,1.7650204e+17,5403.0,1.7697383000000002e+28,59830200.0,321.054469,64.903664
Kepler-950,4.5946073e+17,5857.0,2.0282394000000003e+28,70961400.0,300.402848,62.68708
Kepler-951,1.2589656e+17,4834.0,1.5311219000000002e+28,50786100.0,298.470186,59.812856
Kepler-952,3.6010119e+17,5730.0,1.98847e+28,68874300.0,296.72119,64.013978
Kepler-953,7.40568e+16,5416.0,1.8890465000000001e+28,68874300.0,304.385993,65.814241
HIP 8541,5.20341591e+16,4670.0,2.3265099e+28,544733100.0,351.475434,-58.589546
HIP 74890,2.82310693e+16,4850.0,3.4599378e+28,401418900.0,238.284312,-22.329286
Kepler-1275,3.949696e+17,6296.0,2.4458181e+28,94615200.0,311.892272,64.990514
Kepler-1040,1.4595361e+17,5694.0,1.9487006e+28,66787200.0,296.770286,70.354519
Kepler-1041,3.0209003e+17,5957.0,2.1077782e+28,75135600.0,317.562428,69.210757
Kepler-1042,2.0334763e+17,4815.0,1.4913525000000003e+28,50090400.0,300.774757,61.283667
Kepler-1043,2.5858166e+17,5629.0,1.8293924000000002e+28,62613000.0,293.568985,70.055281
Kepler-1044,4.6501499e+17,5985.0,2.1475476000000002e+28,77222700.0,312.963948,66.686215
Kepler-1045,2.9962147e+17,5301.0,1.7100842000000003e+28,57047400.0,296.53434,67.211408
Kepler-1046,1.5983926e+17,5913.0,2.0680088000000004e+28,72352800.0,318.900854,65.955748
Kepler-1047,1.7465062e+17,5754.0,2.1475476000000002e+28,78614100.0,309.943805,71.650333
Kepler-1048,1.2805655e+17,4651.0,1.4913525000000003e+28,48699000.0,290.985262,64.740677
Kepler-1049,3.980553e+16,3864.0,1.0141197000000002e+28,34089300.0,304.275305,69.157048
Kepler-1050,1.7125635e+17,6010.0,2.1674323000000005e+28,78614100.0,296.809077,70.86499
Kepler-1051,3.1504997e+17,6675.0,2.8435121000000003e+28,120356100.0,311.183123,60.790798
Kepler-1052,3.2430707e+17,5888.0,2.0481241e+28,71657100.0,316.336421,66.013233
Kepler-1053,5.276547e+16,4529.0,1.4714678000000002e+28,48003300.0,304.540429,60.024237
Kepler-1054,3.239985e+17,6209.0,2.4259334e+28,93223800.0,306.987502,65.371685
Kepler-1055,1.3021654e+17,5723.0,1.9487006e+28,65395800.0,307.10953,65.753262
Kepler-1230,4.4218081e+17,5961.0,2.1077782e+28,75135600.0,293.079824,64.091694
Kepler-1231,2.9252436e+17,5778.0,2.0083547e+28,69570000.0,302.323956,63.973485
Kepler-1232,2.283418e+17,5471.0,1.8293924000000002e+28,61917300.0,321.036595,67.891286
Kepler-1233,3.9527817e+17,6198.0,2.3066252000000003e+28,86962500.0,319.466416,65.467508
Kepler-1234,2.6722162e+17,4967.0,1.5907760000000003e+28,52873200.0,308.606762,72.471105
Kepler-1235,1.6446781e+17,5541.0,1.8492771000000002e+28,62613000.0,297.075624,65.998183
Kepler-1236,3.3263846e+17,5337.0,1.7100842000000003e+28,57047400.0,313.099413,62.204429
Kepler-1237,3.4590697e+17,5472.0,1.8691618e+28,62613000.0,314.923157,64.185428
Kepler-1238,4.7303781e+17,6386.0,2.5850110000000002e+28,102963600.0,314.570462,59.359311
Kepler-1239,7.7481927e+17,6564.0,2.783858e+28,109224900.0,309.202838,62.646994
Kepler-1240,1.8946198e+17,5682.0,1.9487006e+28,66787200.0,292.115578,63.002174
Kepler-1241,2.8882152e+17,5261.0,1.6703148000000001e+28,55656000.0,308.736952,58.635989
Kepler-1242,2.1044474e+17,4895.0,1.5311219000000002e+28,51481800.0,295.04642,63.371199
Kepler-1243,2.7061589e+17,5667.0,1.9089312000000002e+28,65395800.0,310.961196,62.946719
Kepler-1244,2.3574748e+17,6680.0,2.9031662000000003e+28,123138900.0,294.067363,68.930031
Kepler-1245,2.6567877e+17,5306.0,1.7100842000000003e+28,57743100.0,306.215877,64.114344
Kepler-1246,1.3422795e+17,4611.0,1.4515831000000001e+28,48003300.0,306.035034,70.220964
Kepler-1247,3.3757558e+17,5303.0,1.7100842000000003e+28,57047400.0,315.102445,66.258239
Kepler-675,2.0087907e+17,4945.0,1.5708913000000003e+28,52177500.0,318.198812,69.711312
Kepler-676,7.498251e+16,3701.0,1.0141197000000002e+28,34089300.0,322.085103,69.031891
Kepler-677,3.641126e+17,5723.0,1.98847e+28,68874300.0,311.964008,70.845577
Kepler-678,2.6999875e+17,5520.0,1.8691618e+28,63308700.0,321.168327,69.45181
Kepler-679,2.9869576e+17,5403.0,1.7299689e+28,58438800.0,322.161263,69.338989
GJ 1132,3894153400000000.0,3270.0,3.579246e+27,14609700.0,181.445562,-52.418931
K2-27,7.75837551e+16,5248.0,1.7299689e+28,61917300.0,171.72096,-2.233447
Pr0211,5.66781376e+16,5300.0,1.8691618e+28,57743100.0,127.859709,1.007566
K2-24,5.288581229999999e+16,5625.0,2.1276629000000004e+28,80701200.0,245.263769,-3.875594
Kepler-680,4.1410094e+17,5890.0,2.1475476000000002e+28,77222700.0,315.011145,70.696083
Kepler-681,2.0550762e+17,5021.0,1.5907760000000003e+28,52873200.0,311.933023,71.873836
Kepler-682,2.9345007e+17,5559.0,1.8293924000000002e+28,61917300.0,312.084438,72.390659
Kepler-683,3.0116432e+17,5703.0,1.9089312000000002e+28,66091500.0,303.884969,58.848685
Kepler-684,3.2893562e+17,5493.0,1.7697383000000002e+28,59830200.0,303.247429,59.327249
Kepler-1276,1.8113059e+17,6188.0,2.2668558e+28,84179700.0,299.913296,62.144538
Kepler-1277,1.8699342e+17,5578.0,1.8691618e+28,64004400.0,310.872831,60.498882
Kepler-1278,2.2926751e+17,6074.0,2.2072017000000006e+28,80701200.0,293.108951,65.228803
Kepler-1279,3.1381569e+17,6221.0,2.4060487000000003e+28,92528100.0,300.185814,61.92211
Kepler-1280,3.1042142e+17,6227.0,2.386164e+28,91832400.0,312.414391,65.389344
Kepler-1281,3.363413e+17,5353.0,1.7299689e+28,57743100.0,318.469753,67.733431
Kepler-1282,3.4744982e+17,5504.0,1.8293924000000002e+28,61917300.0,308.149481,67.48373
Kepler-1283,4.4804364e+17,6175.0,2.3066252000000003e+28,86962500.0,311.537559,60.596543
Kepler-1284,2.6290164e+17,5123.0,1.6703148000000001e+28,54960300.0,310.966723,68.122397
Kepler-1285,1.1231948e+17,6170.0,2.386164e+28,89049600.0,291.839977,66.700126
Kepler-1286,3.548555e+17,5753.0,1.98847e+28,68178600.0,288.875279,66.604146
Kepler-1287,3.1690139e+17,5715.0,1.9089312000000002e+28,65395800.0,306.729775,68.07667
Kepler-1288,2.2062755e+17,6132.0,2.386164e+28,89745300.0,297.068624,63.575956
Kepler-1289,3.2677563e+17,6080.0,2.1873170000000004e+28,81396900.0,313.061425,60.595035
Kepler-1290,4.0762097e+17,5660.0,1.8890465000000001e+28,64700100.0,306.573698,64.694494
Kepler-1291,3.0301574e+17,5216.0,1.6703148000000001e+28,55656000.0,301.963187,61.307618
Kepler-1292,4.3384942e+17,5556.0,1.8890465000000001e+28,64700100.0,297.077295,65.993057
Kepler-1293,2.375989e+17,6241.0,2.3463946e+28,89049600.0,309.529118,69.043005
Kepler-1056,2.9962147e+17,6127.0,2.2270864000000005e+28,83484000.0,322.859167,65.012482
Kepler-1057,4.5112934e+17,5987.0,2.1276629000000004e+28,76527000.0,314.967779,60.782401
Kepler-1058,1.6199925e+17,4644.0,1.4515831000000001e+28,48003300.0,314.460994,65.561306
Kepler-1059,2.0766761e+17,4906.0,1.4913525000000003e+28,50090400.0,302.747132,62.977395
Kepler-1060,2.6567877e+17,5797.0,1.9685853000000001e+28,68874300.0,296.553536,61.601064
Kepler-1061,1.8051345e+17,6067.0,2.1674323000000005e+28,74439900.0,322.081125,69.018911
Kepler-1062,1.1972516e+17,4597.0,1.4913525000000003e+28,48699000.0,293.898352,63.512279
Kepler-1063,1.1262805e+17,5945.0,2.1674323000000005e+28,79309800.0,302.668291,59.27603
Kepler-1064,1.1540518e+17,5153.0,1.6901995000000002e+28,54960300.0,304.207719,58.573568
Kepler-1065,3.3263846e+17,5635.0,1.8691618e+28,64700100.0,308.849444,58.968288
Kepler-1066,1.2311943e+17,5762.0,1.9487006e+28,68178600.0,321.480711,64.866742
Kepler-1067,2.1260473e+17,5592.0,1.8890465000000001e+28,64700100.0,298.626784,66.965456
Kepler-1068,4.7272924e+17,5806.0,2.0083547e+28,70265700.0,315.051856,66.019833
Kepler-1069,1.3422795e+17,5722.0,1.9685853000000001e+28,68178600.0,310.781352,68.478172
Kepler-1070,3.209128e+17,6261.0,2.4060487000000003e+28,91832400.0,315.982118,69.081577
Kepler-1071,2.9746148e+17,5215.0,1.7100842000000003e+28,56351700.0,311.48445,65.400888
Kepler-1248,1.666278e+17,6149.0,2.4060487000000003e+28,84179700.0,309.593945,72.31671
Kepler-1249,5.1654618e+17,6202.0,2.3662793000000002e+28,89049600.0,316.511437,63.532724
Kepler-1250,4.2304947e+17,5717.0,1.9685853000000001e+28,68178600.0,303.484902,67.362154
Kepler-1251,2.6629591e+17,5545.0,1.8293924000000002e+28,61917300.0,314.118577,69.331491
Kepler-1252,2.5549596e+17,5949.0,2.1077782e+28,75831300.0,321.805988,65.010411
Kepler-1253,1.203423e+17,5850.0,1.9288159000000002e+28,76527000.0,297.834983,69.738247
Kepler-1254,2.0859332e+17,4985.0,1.5510066000000002e+28,52177500.0,301.234388,70.568447
Kepler-1255,4.1471808e+17,6018.0,2.1475476000000002e+28,77918400.0,312.674597,62.476679
Kepler-1256,2.6598734e+17,6129.0,2.3265099e+28,94615200.0,308.490616,65.278564
Kepler-1257,3.3356417e+17,5502.0,1.7896230000000003e+28,60525900.0,316.473259,64.915084
Kepler-1258,2.0087907e+17,5839.0,1.9685853000000001e+28,68874300.0,302.90386,71.678021
Kepler-1259,2.1723328e+17,5053.0,1.5907760000000003e+28,53568900.0,320.484807,65.598985
Kepler-1260,3.2122137e+17,5961.0,2.1077782e+28,75135600.0,313.057668,62.222202
Kepler-1261,2.4531315e+17,5006.0,1.6305454e+28,53568900.0,301.380237,70.591053
Kepler-1262,3.5578121e+17,5771.0,1.9685853000000001e+28,68178600.0,302.361502,63.558659
Kepler-1263,2.1445615e+17,5213.0,1.6703148000000001e+28,55656000.0,301.841689,68.3775
Kepler-642,3.1535854e+17,6570.0,2.783858e+28,115486200.0,310.499767,62.752819
Kepler-643,3.1751853e+17,4908.0,1.98847e+28,175316400.0,305.294339,63.867614
Kepler-644,4.3600941e+17,6747.0,2.9628203000000002e+28,125921700.0,313.65027,63.12375
Kepler-645,2.7802157e+17,6170.0,2.2469711e+28,84179700.0,306.129714,64.946416
Kepler-646,1.5829641e+17,5634.0,1.8492771000000002e+28,63308700.0,306.643121,65.243052
Kepler-647,2.4346173e+17,6020.0,2.0481241e+28,74439900.0,297.2807,66.635869
Kepler-648,2.0519905e+17,5741.0,2.0878935000000003e+28,68178600.0,295.996513,67.205925
Kepler-649,1.6199925e+17,5871.0,1.9288159000000002e+28,65395800.0,299.114216,66.943237
Kepler-650,2.4839885e+17,5849.0,2.1475476000000002e+28,93919500.0,304.850802,66.309708
Kepler-651,1.6570209e+17,5522.0,1.8293924000000002e+28,60525900.0,302.874223,67.674501
Kepler-652,1.3052511e+17,5490.0,1.9288159000000002e+28,61221600.0,304.267338,67.781948
Kepler-653,1.8298201e+17,5665.0,2.0282394000000003e+28,82788300.0,294.035665,69.140266
Kepler-654,2.0396477e+17,5865.0,2.0680088000000004e+28,77222700.0,319.193172,65.714523
Kepler-655,2.4161031e+17,6170.0,2.2867405e+28,86266800.0,319.487071,65.664986
Kepler-656,2.6753019e+17,5281.0,1.7100842000000003e+28,57047400.0,305.636202,68.565075
Kepler-1294,3.455984e+17,5776.0,1.9685853000000001e+28,67482900.0,308.000863,65.146064
Kepler-1295,3.8787249e+17,5486.0,1.8293924000000002e+28,61917300.0,309.145832,66.144242
Kepler-1296,1.9470767e+17,5359.0,1.7299689e+28,57743100.0,307.036921,62.031784
Kepler-1297,3.0733572e+17,5818.0,1.9685853000000001e+28,68874300.0,308.084899,67.838243
Kepler-1298,1.5366786e+17,6339.0,2.8832815e+28,139140000.0,300.124074,71.040524
Kepler-1299,4.1718664e+17,5609.0,1.8691618e+28,63308700.0,295.736415,59.416034
Kepler-1300,2.3358749e+17,6130.0,2.5651263000000004e+28,124530300.0,301.483124,61.462044
Kepler-1301,2.5179312e+17,5188.0,1.6901995000000002e+28,56351700.0,299.001467,64.217044
Kepler-1302,2.2433039e+17,5236.0,1.7100842000000003e+28,57047400.0,313.508591,70.59273
Kepler-1303,2.7925585e+17,5771.0,2.0083547e+28,69570000.0,295.115598,64.554203
Kepler-1304,2.1044474e+17,5259.0,1.6901995000000002e+28,56351700.0,295.28445,61.551972
Kepler-1305,4.1440951e+17,5701.0,1.9288159000000002e+28,66787200.0,319.083038,65.195108
Kepler-1306,3.486841e+17,5727.0,1.9487006e+28,67482900.0,315.354009,66.572269
Kepler-1307,4.3076372e+17,5884.0,2.1077782e+28,75135600.0,312.600813,66.829916
Kepler-1308,2.252561e+16,3468.0,6.959645e+27,23653800.0,295.883518,60.536831
Kepler-1309,2.6074165e+17,5235.0,1.6901995000000002e+28,55656000.0,316.166382,59.682655
Kepler-1310,1.7989631e+17,5549.0,1.8095077000000003e+28,61221600.0,293.704518,63.038494
Kepler-1311,2.1754185e+17,5748.0,2.0878935000000003e+28,97398000.0,304.888937,64.901342
Kepler-1072,3.0116432e+17,6199.0,2.386164e+28,91832400.0,310.870631,66.667467
Kepler-1073,2.5827309e+17,5792.0,1.98847e+28,69570000.0,307.996868,58.528021
Kepler-1074,7.559965e+16,4002.0,1.193082e+28,39654900.0,297.867204,68.295993
Kepler-1075,8.177105e+16,3959.0,1.1135432000000002e+28,37567800.0,304.267651,68.836027
Kepler-1076,6.140543e+16,4868.0,1.5708913000000003e+28,51481800.0,308.325645,72.16462
Kepler-1077,3.3880986e+17,5816.0,2.0282394000000003e+28,70961400.0,305.955759,63.105568
Kepler-1078,3.7491255e+17,5612.0,1.8691618e+28,64004400.0,309.867543,63.313722
Kepler-1079,1.4842217e+17,5758.0,2.1475476000000002e+28,94615200.0,321.696613,63.999679
Kepler-1080,2.1229616e+17,5956.0,2.1873170000000004e+28,80701200.0,321.00676,67.988752
Kepler-1081,1.3114225e+17,5345.0,1.7498536000000002e+28,58438800.0,302.854208,62.556774
Kepler-1082,1.9378196e+17,5923.0,2.0481241e+28,79309800.0,310.996367,71.29244
Kepler-1083,2.8141584e+17,5049.0,1.6106607000000002e+28,53568900.0,294.798117,67.507831
Kepler-1084,1.3175939e+17,6113.0,2.2270864000000005e+28,89049600.0,309.569568,68.945317
Kepler-1085,4.6840926e+17,6000.0,2.2072017000000006e+28,79309800.0,303.073393,67.58395
Kepler-1086,1.4317648e+17,4350.0,1.391929e+28,45916200.0,315.435152,65.3478
Kepler-1087,1.0923378e+17,5589.0,1.9089312000000002e+28,65395800.0,315.177649,65.57344
Kepler-1264,2.5117598e+17,5791.0,1.9685853000000001e+28,68178600.0,306.356976,66.159163
Kepler-1265,1.7927917e+17,4630.0,1.4118137e+28,48003300.0,298.690308,69.070571
Kepler-1266,2.7802157e+17,5044.0,1.5907760000000003e+28,52873200.0,297.962049,64.634513
Kepler-1267,5.0235196e+17,6096.0,2.2867405e+28,83484000.0,318.950359,62.013665
Kepler-1268,4.3384942e+17,5904.0,2.1077782e+28,75831300.0,301.471778,64.655672
Kepler-436,1.9069626e+17,4651.0,1.4515831000000001e+28,48699000.0,323.382132,62.099788
Kepler-1269,2.190847e+17,5998.0,2.1873170000000004e+28,80005500.0,302.992888,66.751832
Kepler-1270,3.7151828e+17,5047.0,2.5452416e+28,235146600.0,303.97591,70.11984
Kepler-1271,2.7308445e+17,6143.0,2.2469711e+28,85571100.0,296.032256,59.382904
Kepler-1272,2.7647872e+17,5926.0,2.1077782e+28,75831300.0,294.905591,60.935823
Kepler-1273,4.1811235e+17,5566.0,1.8691618e+28,63308700.0,299.225305,66.716446
Kepler-1274,1.8791913e+17,6179.0,2.8832815e+28,150966900.0,298.223513,68.4639
HATS-17,1.0460523e+17,5846.0,2.2469711e+28,75831300.0,212.784754,-38.392624
TRAPPIST-1,3835525100000000.0,2559.0,1.590776e+27,8348400.0,345.73367,0.633538
K2-34,1.087215538e+17,6071.0,2.2867405e+28,100180800.0,124.427794,3.175436
Kepler-461,1.4441076e+17,5634.0,1.9487006e+28,63308700.0,311.044656,66.462053
Kepler-657,3.8386108e+17,5808.0,2.0083547e+28,70265700.0,310.442273,67.792858
Kepler-658,1.0522237e+17,4103.0,1.2527361000000002e+28,41742000.0,296.094517,69.844326
Kepler-659,2.1229616e+17,4870.0,1.5708913000000003e+28,51481800.0,304.493851,68.850106
Kepler-660,1.7403348e+17,4779.0,1.4913525000000003e+28,49394700.0,305.629367,68.931037
Kepler-661,1.7218206e+17,4483.0,1.391929e+28,46611900.0,297.688815,69.987826
Kepler-662,1.9779337e+17,4897.0,1.5708913000000003e+28,51481800.0,309.850555,68.555279
Kepler-663,3.178271e+17,5264.0,1.7100842000000003e+28,57047400.0,321.538151,66.479893
Kepler-664,4.2767802e+17,5754.0,2.0083547e+28,70961400.0,307.20783,69.254921
